"","DIRECTORIO","SECUENCIA_P","ORDEN.x","CAR","SEC","CONS","REC","ING","I_HOGAR"
"63558","8165307","1","1",0,1,0,0,2,1810000
"63559","8165309","1","1",0,0,0,0,2,639166.66667
"63560","8165310","1","1",1,0,0,0,3,5660000
"63561","8165313","1","1",0,1,0,0,1,696666.66667
"63562","8165314","1","1",0,1,0,0,1,1333333.3333
"63563","8165315","1","1",0,1,0,0,1,4e+05
"63564","8165317","1","1",0,1,0,0,1,5e+05
"63565","8165318","1","1",0,1,0,0,1,5e+05
"63566","8165320","1","1",0,1,0,0,2,6e+05
"63567","8165321","1","1",0,1,0,0,1,4e+05
"63568","8165322","1","1",0,1,0,0,2,6e+05
"63569","8165323","1","1",0,1,0,0,2,4e+05
"63570","8165325","1","1",0,1,0,0,2,1180000
"63571","8165326","1","1",0,1,0,0,1,515000
"63572","8165327","1","1",0,1,0,0,1,330000
"63573","8165328","1","1",0,1,0,0,1,150000
"63574","8165329","1","1",0,1,0,0,1,245000
"63575","8165331","1","1",0,1,0,0,1,570000
"63576","8165332","1","1",0,1,0,0,1,550000
"63577","8165334","1","1",0,1,0,0,2,2e+06
"63578","8165337","1","1",0,1,0,0,2,4203333.3333
"63579","8165338","1","1",0,1,0,1,2,280000
"63580","8165339","1","1",0,1,0,0,2,2330000
"63581","8165340","1","1",0,1,0,0,1,318333.33333
"63582","8165341","1","1",0,1,0,0,1,1315000
"63583","8165345","1","1",0,1,0,0,1,1200000
"63584","8165347","1","1",0,1,0,0,1,1575000
"63585","8165349","1","1",0,1,0,0,1,1436606
"63586","8165353","1","1",1,1,0,0,2,8248333.3333
"63587","8165354","1","1",0,1,0,0,2,1e+06
"63588","8165355","1","1",0,1,0,1,2,1120000
"63589","8165356","1","1",0,1,0,0,2,625000
"63590","8165359","1","1",0,1,0,0,2,2800000
"63591","8165360","1","1",0,0,0,0,2,3e+06
"63592","8165361","1","1",0,1,0,0,1,5e+05
"63593","8165365","1","1",0,1,0,0,2,1200000
"63594","8165366","1","1",1,1,0,0,3,4e+06
"63595","8165368","1","1",0,1,0,0,2,4e+06
"63596","8165373","1","1",0,1,0,0,2,133333.33333
"63597","8165374","1","1",0,1,0,0,2,1500000
"63598","8165376","1","1",0,1,0,0,2,8e+05
"63599","8165378","1","1",0,0,0,0,2,705000
"63600","8165379","1","1",1,1,0,0,3,3396666.6667
"63601","8165380","1","1",0,1,0,1,2,1998333.3333
"63602","8165381","1","1",0,0,0,0,2,497320
"63603","8165382","1","1",0,1,0,1,2,130000
"63604","8165383","1","1",0,1,0,0,1,280000
"63605","8165384","1","1",0,1,0,0,2,2360000
"63606","8165386","1","1",0,1,0,0,1,1300000
"63607","8165387","1","1",0,1,0,0,2,2600000
"63608","8165388","1","1",0,1,0,0,1,762500
"63609","8165389","1","1",0,0,0,0,1,2234166.6667
"63610","8165392","1","1",0,1,0,0,1,5e+05
"63611","8165394","1","1",0,1,0,0,2,1800000
"63612","8165395","1","1",0,1,0,0,2,12600000
"63613","8165396","1","1",0,1,0,0,1,1805000
"63614","8165398","1","1",0,1,0,0,2,1353666.6667
"63615","8165399","1","1",1,1,0,0,2,1370000
"63616","8165400","1","1",0,1,0,0,2,1350000
"63617","8165401","1","1",0,1,0,1,2,641333.33333
"63618","8165402","1","1",0,1,0,0,1,695000
"63619","8165403","1","1",0,1,0,0,1,8e+05
"63620","8165404","1","1",0,1,0,0,2,1432666.6667
"63621","8165405","1","1",0,1,0,0,2,9e+05
"63622","8165406","1","1",0,1,0,0,2,1401666.6667
"63623","8165407","1","1",0,1,0,0,2,1050000
"63624","8165408","1","1",0,1,0,0,1,1860000
"63625","8165409","1","1",0,0,0,0,1,1165250
"63626","8165410","1","1",0,1,0,0,1,1160000
"63627","8165412","1","1",0,1,0,0,1,975000
"63628","8165413","1","1",0,1,0,0,1,760000
"63629","8165415","1","1",0,1,0,0,1,850000
"63630","8165416","1","1",0,1,0,0,2,2680000
"63631","8165418","1","1",0,1,0,0,2,2166666.6667
"63632","8165419","1","1",0,1,0,0,1,1483333.3333
"63633","8165420","1","1",0,0,0,0,2,1496666.6667
"63634","8165424","1","1",0,1,0,0,1,1056666.6667
"63635","8165425","1","1",0,1,0,0,1,962500
"63636","8165426","1","1",0,1,0,0,2,520000
"63637","8165427","1","1",0,1,0,0,1,1163333.3333
"63638","8165428","1","1",0,1,0,0,1,516666.66667
"63639","8165429","1","1",0,1,0,0,2,1908333.3333
"63640","8165430","1","1",0,1,0,0,2,950000
"63641","8165431","1","1",0,1,0,0,2,2700000
"63642","8165433","1","1",0,1,0,0,1,930000
"63643","8165434","1","1",0,1,0,0,2,150000
"63644","8165435","1","1",0,1,0,0,1,480000
"63645","8165436","1","1",0,1,0,0,1,1293333.3333
"63646","8165437","1","1",0,1,0,0,1,1350000
"63647","8165439","1","1",0,1,0,0,2,1450000
"63648","8165440","1","1",0,1,0,0,1,1044166.6667
"63649","8165441","1","1",0,0,0,0,1,1408333.3333
"63650","8165442","1","1",0,1,0,0,1,2296666.6667
"63651","8165443","1","1",0,1,0,0,1,770000
"63652","8165444","1","1",0,1,0,1,1,1790000
"63653","8165445","1","1",0,0,0,0,2,9e+05
"63654","8165446","1","1",0,1,0,0,1,1198333.3333
"63655","8165447","1","1",0,1,0,0,1,2251666.6667
"63656","8165448","1","1",0,1,0,0,2,1980000
"63657","8165449","1","1",0,1,0,0,1,1750000
"63658","8165450","1","1",0,1,0,0,1,8966666.6667
"63659","8165451","1","1",0,1,0,0,2,1650000
"63660","8165454","1","1",0,1,0,0,2,1613000
"63661","8165455","1","1",0,1,0,0,1,2258333.3333
"63662","8165458","1","1",0,1,0,0,2,3002500
"63663","8165460","1","1",0,1,0,0,1,912500
"63664","8165461","1","1",0,1,0,0,1,950000
"63665","8165463","1","1",1,1,0,0,3,6221818
"63666","8165464","1","1",0,1,0,0,2,1420000
"63667","8165465","1","1",0,1,0,0,1,406666.66667
"63668","8165469","1","1",0,1,0,0,1,1262500
"63669","8165470","1","1",0,1,0,0,2,1800000
"63670","8165471","1","1",1,1,0,1,2,5200000
"63671","8165472","1","1",0,1,0,0,1,1106666.6667
"63672","8165473","1","1",0,0,0,0,2,1046666.6667
"63673","8165475","1","1",0,1,0,0,2,3500000
"63674","8165476","1","1",0,1,0,0,1,492500
"63675","8165477","1","1",0,1,0,0,1,60000
"63676","8165478","1","1",1,1,1,0,2,2320000
"63677","8165479","1","1",0,1,0,0,1,130000
"63678","8165481","1","1",0,1,0,0,2,2440606
"63679","8165482","1","1",0,1,0,0,1,750000
"63680","8165486","1","1",0,1,0,0,2,5550000
"63681","8165487","1","1",0,1,0,0,1,520000
"63682","8165499","1","1",0,1,0,0,1,1160000
"63683","8165524","1","1",0,1,0,0,2,5243427.9167
"63684","8165528","1","1",1,1,0,0,3,1823412.5
"63685","8165531","1","1",0,1,0,0,1,9875000
"63686","8165532","1","1",0,1,0,0,2,875000
"63687","8165533","1","1",0,1,0,0,2,4316666.6667
"63688","8165534","1","1",0,1,0,0,1,1265000
"63689","8165535","1","1",0,0,0,0,1,488333.33333
"63690","8165536","1","1",0,1,0,0,2,406666.66667
"63691","8165537","1","1",0,0,0,0,2,749166.66667
"63692","8165538","1","1",0,1,0,0,1,630000
"63693","8165539","1","1",0,1,0,0,1,420000
"63694","8165540","1","1",0,1,0,0,1,160000
"63695","8165541","1","1",0,1,0,0,1,413333.33333
"63696","8165542","1","1",0,1,0,0,2,323333.33333
"63697","8165543","1","1",0,1,0,0,1,2190000
"63698","8165544","1","1",0,1,0,0,1,6e+05
"63699","8165545","1","1",0,1,0,0,2,450000
"63700","8165546","1","1",0,1,0,0,1,833833.33333
"63701","8165547","1","1",0,1,0,0,2,169166.66667
"63702","8165548","1","1",0,1,0,0,1,3e+05
"63703","8165549","1","1",0,1,0,0,1,5e+05
"63704","8165550","1","1",1,1,0,0,2,3478333.3333
"63705","8165551","1","1",0,1,0,0,1,853333.33333
"63706","8165552","1","1",0,1,0,0,2,2e+05
"63707","8165553","1","1",0,1,0,0,2,10370000
"63708","8165554","1","1",0,1,0,0,2,1440606
"63709","8165555","1","1",0,1,0,0,1,1175000
"63710","8165556","1","1",0,1,0,0,1,380000
"63711","8165557","1","1",0,1,0,0,1,853333.33333
"63712","8165558","1","1",0,1,0,0,1,680000
"63713","8165559","1","1",0,1,0,0,1,1030000
"63714","8165560","1","1",0,1,0,0,2,975000
"63715","8165568","1","1",1,1,0,1,3,10160000
"63716","8165569","1","1",0,1,0,0,1,475000
"63717","8165573","1","1",0,1,0,0,1,6e+05
"63718","8165574","1","1",1,1,0,0,2,7e+06
"63719","8165575","1","1",0,1,0,0,2,2561666.6667
"63720","8165576","1","1",0,1,0,0,1,1460000
"63721","8165577","1","1",0,1,0,0,1,480000
"63722","8165579","1","1",0,1,0,0,1,760000
"63723","8165580","1","1",1,1,0,0,3,10398333.333
"63724","8165584","1","1",1,1,0,0,3,10150000
"63725","8165585","1","1",0,1,0,0,1,1180000
"63726","8165587","1","1",0,0,0,0,2,9e+05
"63727","8165589","1","1",0,1,0,0,2,1100000
"63728","8165590","1","1",0,1,0,0,1,1313333.3333
"63729","8165594","1","1",0,1,0,0,1,212500
"63730","8165596","1","1",0,1,0,0,2,1600000
"63731","8165597","1","1",0,1,0,0,2,1e+06
"63732","8165598","1","1",0,1,0,0,1,3865000
"63733","8165601","1","1",0,1,0,0,1,1160000
"63734","8165603","1","1",0,1,0,1,2,475000
"63735","8165611","1","1",0,1,0,0,2,3500000
"63736","8165615","1","1",0,1,0,0,2,1504166.6667
"63737","8165629","1","1",1,1,0,0,2,1400000
"63738","8165631","1","1",0,0,0,1,2,1938333.3333
"63739","8165632","1","1",0,1,0,0,2,6529166.6667
"63740","8165633","1","1",0,1,0,1,2,1175000
"63741","8165634","1","1",0,0,0,1,2,650000
"63742","8165635","1","1",0,1,0,0,2,1950000
"63743","8165637","1","1",0,1,0,1,2,1470833.3333
"63744","8165639","1","1",0,0,0,0,2,1120000
"63745","8165640","1","1",0,0,0,1,2,3512500
"63746","8165642","1","1",1,1,0,0,3,11825000
"63747","8165646","1","1",1,1,0,0,2,2e+06
"63748","8165656","1","1",1,1,0,0,2,7116666.6667
"63749","8165662","1","1",0,1,0,0,2,1350000
"63750","8165667","1","1",0,1,0,0,2,780000
"63751","8165670","1","1",0,1,0,0,2,1300000
"63752","8165674","1","1",0,1,0,0,2,1900000
"63753","8165682","1","1",1,1,0,0,2,3200000
"63754","8165692","1","1",0,1,0,0,1,221666.66667
"63755","8165694","1","1",0,1,0,1,1,1798333.3333
"63756","8165697","1","1",0,1,1,0,2,11900000
"63757","8165698","1","1",0,0,0,0,1,310000
"63758","8165699","1","1",0,1,0,0,1,2430000
"63759","8165700","1","1",0,1,0,1,2,3050000
"63760","8165701","1","1",1,0,0,0,2,7250000
"63761","8165704","1","1",0,1,0,0,2,3266666.6667
"63762","8165706","1","1",1,0,1,0,2,10300000
"63763","8165707","1","1",0,1,0,0,2,2478706
"63764","8165708","1","1",0,1,1,0,2,2664805
"63765","8165709","1","1",0,1,0,0,2,2400000
"63766","8165712","1","1",0,1,0,1,2,1210000
"63767","8165714","1","1",0,1,0,0,2,2750000
"63768","8165715","1","1",0,1,0,1,1,1730166.6667
"63769","8165717","1","1",0,1,0,1,1,373333.33333
"63770","8165718","1","1",0,0,0,0,1,2901666.6667
"63771","8165719","1","1",0,1,0,0,1,2594666.6667
"63772","8165720","1","1",0,0,0,0,1,330000
"63773","8165721","1","1",0,0,0,0,1,940000
"63774","8165722","1","1",0,1,0,0,2,3200000
"63775","8165724","1","1",0,1,0,1,1,1231666.6667
"63776","8165725","1","1",0,0,1,0,2,2500000
"63777","8165726","1","1",0,1,0,0,1,750000
"63778","8165729","1","1",0,1,0,0,2,2652206
"63779","8165731","1","1",0,0,0,0,1,1647000
"63780","8165732","1","1",0,1,0,1,1,20765000
"63781","8165734","1","1",1,1,0,0,2,15191833.333
"63782","8165736","1","1",0,1,0,0,2,1965000
"63783","8165737","1","1",0,0,0,0,1,1645000
"63784","8165740","1","1",0,1,0,0,1,1555000
"63785","8165741","1","1",0,1,0,0,2,2225000
"63786","8165744","1","1",0,1,0,0,1,1245000
"63787","8165746","1","1",0,1,0,0,1,1248333.3333
"63788","8165750","1","1",0,1,0,1,1,1050000
"63789","8165752","1","1",1,0,0,0,2,4500000
"63790","8165758","1","1",0,1,0,0,2,7650000
"63791","8165759","1","1",0,1,0,0,2,2464447
"63792","8165760","1","1",0,1,0,0,2,4166666.6667
"63793","8165761","1","1",0,1,0,0,2,8e+05
"63794","8165762","1","1",1,1,1,0,2,8e+05
"63795","8165765","1","1",1,0,0,1,2,6400000
"63796","8165766","1","1",0,1,0,0,2,1400000
"63797","8165767","1","1",0,1,0,0,1,610000
"63798","8165768","1","1",0,1,0,1,2,5325707
"63799","8165774","1","1",0,1,0,0,2,3602583.3333
"63800","8165775","1","1",0,0,0,0,1,539500
"63801","8165776","1","1",1,0,0,0,2,2e+05
"63802","8165778","1","1",0,1,0,0,2,2112500
"63803","8165779","1","1",0,1,0,0,2,3154166.6667
"63804","8165780","1","1",0,1,0,0,1,6e+05
"63805","8165781","1","1",0,1,0,1,2,3030666.6667
"63806","8165782","1","1",0,1,0,0,1,820833.33333
"63807","8165783","1","1",0,1,0,0,1,1770000
"63808","8165785","1","1",0,1,0,0,1,3193333.3333
"63809","8165786","1","1",0,0,0,0,1,1340000
"63810","8165790","1","1",0,0,0,0,1,60000
"63811","8165792","1","1",0,1,0,0,1,1760833.3333
"63812","8165793","1","1",0,1,0,0,1,370000
"63813","8165794","1","1",0,1,0,0,2,7166666.6667
"63814","8165799","1","1",0,1,0,0,1,1537000
"63815","8165800","1","1",0,1,0,0,2,1480000
"63816","8165801","1","1",0,1,0,0,1,3180000
"63817","8165802","1","1",0,1,0,1,2,4850000
"63818","8165803","1","1",0,1,0,0,2,1714166.6667
"63819","8165804","1","1",0,1,0,0,1,1850000
"63820","8165806","1","1",0,1,0,1,1,1950000
"63821","8165807","1","1",0,1,0,0,1,2308333.3333
"63822","8165808","1","1",0,1,0,0,1,1800000
"63823","8165809","1","1",0,1,0,0,1,1490000
"63824","8165810","1","1",0,1,0,1,1,1461666.6667
"63825","8165811","1","1",1,1,0,0,3,5200000
"63826","8165812","1","1",0,1,0,0,2,1160000
"63827","8165814","1","1",0,1,0,0,2,3150606
"63828","8165815","1","1",0,1,0,0,1,3310000
"63829","8165817","1","1",0,1,0,0,1,1250000
"63830","8165818","1","1",0,1,0,0,1,4991666.6667
"63831","8165819","1","1",0,1,0,0,2,4333333.3333
"63832","8165821","1","1",0,1,0,0,2,1e+07
"63833","8165823","1","1",0,1,0,0,2,1400000
"63834","8165824","1","1",0,1,0,0,2,4291666.6667
"63835","8165826","1","1",0,1,0,0,1,910000
"63836","8165827","1","1",0,1,0,0,1,720000
"63837","8165829","1","1",0,1,0,0,2,97500
"63838","8165830","1","1",1,0,0,0,2,1760000
"63839","8165832","1","1",0,1,0,0,1,741666.66667
"63840","8165833","1","1",0,0,0,0,1,1350000
"63841","8165835","1","1",0,1,0,0,2,3333333.3333
"63842","8165836","1","1",0,1,0,0,2,1290000
"63843","8165838","1","1",0,0,0,0,1,1350000
"63844","8165839","1","1",0,1,0,0,1,275000
"63845","8165840","1","1",0,1,0,0,1,3029500
"63846","8165842","1","1",1,0,0,0,1,5180000
"63847","8165847","1","1",0,0,0,0,2,6997866.6667
"63848","8165848","1","1",0,1,0,0,3,4908725
"63849","8165850","1","1",0,1,0,0,2,2800000
"63850","8165851","1","1",0,1,0,1,2,19545833.333
"63851","8165852","1","1",1,1,0,0,3,13450000
"63852","8165854","1","1",0,1,0,0,1,3e+05
"63853","8165859","1","1",0,1,0,0,3,4260000
"63854","8165862","1","1",0,1,0,0,2,1266666.6667
"63855","8165863","1","1",0,1,0,0,2,5970833.3333
"63856","8165868","1","1",0,1,0,0,2,1160000
"63857","8165869","1","1",1,0,0,0,3,3300000
"63858","8165871","1","1",0,1,0,1,1,475000
"63859","8165872","1","1",0,1,0,0,1,775000
"63860","8165873","1","1",1,0,0,0,2,1600000
"63861","8165875","1","1",0,1,0,0,1,1800000
"63862","8165876","1","1",0,1,0,0,2,1e+06
"63863","8165877","1","1",0,1,0,0,1,2121666.6667
"63864","8165878","1","1",0,1,0,0,1,350000
"63865","8165879","1","1",0,1,0,0,1,181666.66667
"63866","8165879","1","2",0,1,0,0,2,1243333.3333
"63867","8165883","1","1",0,0,0,0,1,2105000
"63868","8165884","1","1",1,1,0,1,3,12529166.667
"63869","8165885","1","1",0,1,0,0,1,333333.33333
"63870","8165888","1","1",0,0,0,0,2,4120000
"63871","8165892","1","1",0,1,0,0,1,3212878.6667
"63872","8165893","1","1",0,1,0,0,2,1700000
"63873","8165894","1","1",0,1,0,0,3,2780000
"63874","8165896","1","1",0,1,0,0,2,5520000
"63875","8165897","1","1",0,1,0,0,1,990000
"63876","8165900","1","1",0,1,0,0,2,1100000
"63877","8165902","1","1",0,1,0,0,1,11028333.333
"63878","8165903","1","1",1,1,0,1,2,5565000
"63879","8165904","1","1",0,1,0,0,1,1310000
"63880","8165905","1","1",0,0,0,0,1,522250
"63881","8165909","1","1",0,0,0,0,1,2830606
"63882","8165910","1","1",0,1,0,0,2,5050000
"63883","8165915","1","1",0,1,0,0,1,1285000
"63884","8165916","1","1",0,1,0,0,1,8e+05
"63885","8165917","1","1",0,0,0,0,2,3e+06
"63886","8165918","1","1",1,0,0,0,2,2500000
"63887","8165919","1","1",1,1,0,1,2,2710000
"63888","8165920","1","1",0,0,0,0,1,916666.66667
"63889","8165922","1","1",0,1,0,0,1,1690000
"63890","8165923","1","1",0,1,0,0,2,2716500
"63891","8165924","1","1",0,1,0,0,1,620000
"63892","8165925","1","1",0,1,0,0,1,5182833.3333
"63893","8165926","1","1",1,0,0,0,2,1250000
"63894","8165927","1","1",0,1,0,0,2,208333.33333
"63895","8165928","1","1",0,0,0,0,2,4900000
"63896","8165929","1","1",0,1,0,0,2,2610000
"63897","8165931","1","1",1,1,0,0,3,9750000
"63898","8165932","1","1",0,1,0,0,1,8e+05
"63899","8165936","1","1",0,1,0,0,2,1100000
"63900","8165937","1","1",0,1,0,0,1,1225000
"63901","8165939","1","1",1,1,1,0,3,7433333.3333
"63902","8165940","1","1",0,0,0,1,2,7e+05
"63903","8165941","1","1",0,1,0,0,1,980000
"63904","8165942","1","1",0,1,0,0,1,671000
"63905","8165943","1","1",0,1,0,0,1,8e+05
"63906","8165945","1","1",0,0,0,0,3,2300000
"63907","8165946","1","1",0,0,0,1,1,2583333.3333
"63908","8165947","1","1",0,1,0,0,1,2300000
"63909","8165948","1","1",1,0,0,0,1,6593883.5833
"63910","8165949","1","1",0,1,0,1,1,567333.33333
"63911","8165950","1","1",0,1,0,0,1,325000
"63912","8165952","1","1",1,1,0,0,3,3e+06
"63913","8165953","1","1",0,0,0,0,1,1175000
"63914","8165954","1","1",0,1,0,0,1,8e+05
"63915","8165955","1","1",0,1,0,0,1,262500
"63916","8165956","1","1",0,0,0,0,1,1400606
"63917","8165958","1","1",0,1,0,1,2,5133333.3333
"63918","8165959","1","1",0,1,0,0,3,1300000
"63919","8165960","1","1",1,1,0,0,2,3833333.3333
"63920","8165961","1","1",1,1,0,1,3,14416666.667
"63921","8165963","1","1",0,1,0,0,2,20750000
"63922","8165964","1","1",1,0,0,0,1,1275000
"63923","8165965","1","1",0,1,0,1,1,1950000
"63924","8165966","1","1",0,1,0,0,3,3820000
"63925","8165967","1","1",0,1,0,0,1,1121666.6667
"63926","8165968","1","1",0,1,0,0,2,1812500
"63927","8165969","1","1",0,1,0,0,1,2937272.6667
"63928","8165970","1","1",1,1,0,0,3,8887000
"63929","8165971","1","1",0,1,0,0,2,3170000
"63930","8165972","1","1",0,0,1,1,1,3449000
"63931","8165974","1","1",0,1,0,0,2,1300000
"63932","8165976","1","1",0,1,0,0,2,1633333.3333
"63933","8165977","1","1",0,1,0,0,1,1e+06
"63934","8165978","1","1",0,0,0,0,1,2374000
"63935","8165979","1","1",0,1,0,0,2,2530000
"63936","8165980","1","1",0,1,0,0,1,645000
"63937","8165981","1","1",0,0,0,0,1,4843333.3333
"63938","8165982","1","1",0,1,0,0,1,708750
"63939","8165983","1","1",0,1,0,0,2,1200833.3333
"63940","8165984","1","1",0,0,0,0,2,1250000
"63941","8165986","1","1",0,1,0,0,2,4725000
"63942","8165987","1","1",1,1,0,0,1,8333333.3333
"63943","8165988","1","1",0,1,1,0,2,3758333.3333
"63944","8165992","1","1",0,1,0,0,1,4556666.6667
"63945","8165993","1","1",0,1,0,0,2,1460000
"63946","8165994","1","1",0,0,0,0,1,1428333.3333
"63947","8165995","1","1",0,1,0,0,1,830000
"63948","8165996","1","1",0,1,0,0,2,3380000
"63949","8165997","1","1",0,1,0,0,1,3400000
"63950","8165998","1","1",0,1,0,0,1,650000
"63951","8165999","1","1",0,1,0,0,1,7e+05
"63952","8166000","1","1",0,1,0,0,2,2060000
"63953","8166001","1","1",1,1,0,1,2,7500000
"63954","8166002","1","1",1,1,0,1,3,10341666.667
"63955","8166003","1","1",0,0,0,0,2,19602500
"63956","8166004","1","1",1,1,0,0,2,7750000
"63957","8166005","1","1",0,1,0,0,2,6e+05
"63958","8166006","1","1",1,1,0,1,2,10923333.333
"63959","8166007","1","1",0,1,0,0,1,1160000
"63960","8166008","1","1",0,1,0,0,1,820000
"63961","8166009","1","1",0,1,0,0,2,1613333.3333
"63962","8166010","1","1",0,1,0,0,2,1622500
"63963","8166011","1","1",0,1,0,0,2,1340000
"63964","8166012","1","1",0,1,0,0,2,1225000
"63965","8166013","1","1",0,1,0,0,3,1160000
"63966","8166020","1","1",0,1,0,0,2,1160000
"63967","8166021","1","1",0,1,0,0,2,1185000
"63968","8166025","1","1",0,0,0,0,1,833333.33333
"63969","8166026","1","1",1,1,0,0,2,8e+05
"63970","8166027","1","1",1,1,0,0,2,6050000
"63971","8166028","1","1",0,1,0,0,2,6e+05
"63972","8166030","1","1",0,1,0,0,1,1088333.3333
"63973","8166031","1","1",0,1,0,0,1,9e+05
"63974","8166032","1","1",0,0,1,0,1,3289066.6667
"63975","8166034","1","1",1,1,0,0,3,8e+06
"63976","8166035","1","1",0,1,0,0,2,1333939.3333
"63977","8166036","1","1",1,1,0,1,2,1.8e+07
"63978","8166037","1","1",1,1,0,1,2,9541666.6667
"63979","8166038","1","1",0,0,0,0,2,501583.33333
"63980","8166039","1","1",1,1,0,0,2,1901666.6667
"63981","8166040","1","1",0,0,0,0,1,48333.333333
"63982","8166041","1","1",0,0,0,0,2,7e+05
"63983","8166042","1","1",0,1,0,0,2,1666666.6667
"63984","8166043","1","1",0,1,0,0,2,1414166.6667
"63985","8166046","1","1",0,1,0,0,2,1300000
"63986","8166048","1","1",0,1,0,0,2,1750000
"63987","8166049","1","1",1,1,0,0,2,6947000
"63988","8166051","1","1",1,1,0,1,2,8800500
"63989","8166054","1","1",1,1,0,1,1,2300000
"63990","8166055","1","1",0,0,0,0,1,2412500
"63991","8166057","1","1",0,0,0,0,2,7e+05
"63992","8166059","1","1",0,1,0,0,2,1130000
"63993","8166061","1","1",0,1,0,0,1,875000
"63994","8166062","1","1",0,1,0,0,2,4805833.3333
"63995","8166064","1","1",0,1,0,0,1,381666.66667
"63996","8166068","1","1",0,1,0,0,1,6e+05
"63997","8166069","1","1",0,1,0,0,1,3358333.3333
"63998","8166070","1","1",0,1,0,0,1,460833.33333
"63999","8166073","1","1",0,1,0,1,3,2350000
"64000","8166074","1","1",0,1,0,0,1,1771666.6667
"64001","8166075","1","1",0,0,0,0,1,9e+05
"64002","8166077","1","1",0,1,0,0,2,1983333.3333
"64003","8166078","1","1",0,1,0,0,1,2082166.6667
"64004","8166079","1","1",0,1,0,0,3,5710000
"64005","8166081","1","1",0,0,0,0,1,4960000
"64006","8166082","1","1",0,1,0,1,2,4088333.3333
"64007","8166083","1","1",0,1,0,0,2,3299000
"64008","8166085","1","1",0,0,0,0,1,263333.33333
"64009","8166086","1","1",0,1,0,0,1,316666.66667
"64010","8166087","1","1",0,1,0,0,1,8e+05
"64011","8166088","1","1",0,1,0,0,1,2e+05
"64012","8166090","1","1",0,1,0,0,1,830000
"64013","8166091","1","1",0,1,0,0,2,2020000
"64014","8166092","1","1",0,1,0,0,2,450000
"64015","8166093","1","1",0,1,0,0,2,1096666.6667
"64016","8166094","1","1",0,1,0,0,1,402500
"64017","8166095","1","1",0,1,0,0,2,596666.66667
"64018","8166096","1","1",0,1,0,0,1,566666.66667
"64019","8166097","1","1",1,1,0,0,3,10177083.333
"64020","8166100","1","1",0,1,0,0,1,2166666.6667
"64021","8166101","1","1",0,0,0,0,1,2485000
"64022","8166103","1","1",0,1,0,0,2,3990000
"64023","8166105","1","1",0,1,0,0,2,8e+05
"64024","8166106","1","1",0,1,0,0,2,3641666.6667
"64025","8166107","1","1",0,1,0,0,1,631666.66667
"64026","8166108","1","1",0,0,0,0,2,1890000
"64027","8166110","1","1",0,0,0,0,1,840000
"64028","8166112","1","1",0,1,0,0,2,1e+06
"64029","8166113","1","1",0,1,0,0,3,1520000
"64030","8166114","1","1",0,1,0,1,2,1723333.3333
"64031","8166115","1","1",0,1,0,0,2,80000
"64032","8166116","1","1",0,0,0,0,1,4e+06
"64033","8166118","1","1",0,0,0,0,2,1e+06
"64034","8166119","1","1",0,0,0,0,1,1525000
"64035","8166120","1","1",0,0,0,0,2,2250000
"64036","8166121","1","1",0,0,0,0,2,933333.33333
"64037","8166122","1","1",0,0,0,0,2,2300000
"64038","8166125","1","1",0,0,0,0,1,2100000
"64039","8166126","1","1",0,0,0,0,2,1e+06
"64040","8166127","1","1",0,1,0,1,1,1550000
"64041","8166128","1","1",0,1,0,0,1,860000
"64042","8166132","1","1",0,0,0,0,1,1996666.6667
"64043","8166133","1","1",0,1,0,0,2,2090833.3333
"64044","8166134","1","1",0,1,0,0,2,2400000
"64045","8166139","1","1",0,1,0,1,1,1943333.3333
"64046","8166140","1","1",0,1,0,0,2,5221933.3333
"64047","8166141","1","1",0,1,0,0,1,1833333.3333
"64048","8166142","1","1",0,1,0,0,3,7800000
"64049","8166143","1","1",0,1,0,0,1,1615000
"64050","8166145","1","1",0,1,0,1,2,3500000
"64051","8166148","1","1",0,1,0,0,2,1e+06
"64052","8166149","1","1",0,1,0,0,2,950000
"64053","8166150","1","1",0,0,0,0,1,58333.333333
"64054","8166153","1","1",1,1,0,0,2,7400000
"64055","8166156","1","1",1,1,0,1,2,16049606
"64056","8166158","1","1",0,0,0,1,2,1856666.6667
"64057","8166159","1","1",0,1,0,0,2,1400000
"64058","8166161","1","1",0,1,0,0,2,2745000
"64059","8166162","1","1",0,1,0,0,2,1416666.6667
"64060","8166163","1","1",1,1,0,0,2,4e+06
"64061","8166164","1","1",0,1,1,0,2,3800000
"64062","8166165","1","1",0,1,0,0,2,510000
"64063","8166168","1","1",0,0,0,0,1,1200000
"64064","8166169","1","1",0,0,0,0,1,2796800
"64065","8166171","1","1",0,1,0,1,1,309166.66667
"64066","8166172","1","1",0,1,0,0,2,3875000
"64067","8166173","1","1",0,1,0,0,2,1141666.6667
"64068","8166174","1","1",0,1,0,0,1,1400000
"64069","8166175","1","1",0,1,0,1,1,8625000
"64070","8166176","1","1",0,0,0,0,1,1500000
"64071","8166177","1","1",0,1,0,0,2,2420833.3333
"64072","8166178","1","1",0,1,0,0,1,266666.66667
"64073","8166179","1","1",0,1,0,0,1,1070000
"64074","8166181","1","1",0,1,0,0,1,950000
"64075","8166182","1","1",0,1,0,0,1,5e+05
"64076","8166184","1","1",0,0,0,0,2,8e+05
"64077","8166186","1","1",0,1,0,0,1,2250000
"64078","8166187","1","1",0,0,0,0,1,2e+06
