"","DIRECTORIO","SECUENCIA_P","ORDEN.x","CAR","SEC","CONS","REC","ING","I_HOGAR"
"2492","7913404","1","1",0,1,0,0,1,1700000
"2493","7913405","1","1",0,0,0,0,1,5899833.3333
"2494","7913409","1","1",0,1,0,0,1,4950000
"2495","7913410","1","1",0,1,0,0,1,325000
"2496","7913411","1","1",0,1,0,0,1,80000
"2497","7913412","1","1",0,1,0,0,1,60000
"2498","7913413","1","1",0,1,0,0,1,325000
"2499","7913414","1","1",0,1,0,0,1,250000
"2500","7913415","1","1",0,1,0,0,1,645000
"2501","7913416","1","1",0,1,0,0,2,175000
"2502","7913417","1","1",0,1,0,0,1,344000
"2503","7913419","1","1",0,1,0,0,1,350000
"2504","7913421","1","1",0,1,0,0,1,1600000
"2505","7913422","1","1",0,1,0,0,1,460000
"2506","7913423","1","1",0,1,0,0,1,636666.66667
"2507","7913424","1","1",0,0,0,0,1,520000
"2508","7913426","1","1",0,1,0,0,1,1500000
"2509","7913427","1","1",0,1,0,1,1,2450000
"2510","7913428","1","1",1,1,0,1,1,2462266.6667
"2511","7913429","1","1",0,1,0,0,1,966666.66667
"2512","7913430","1","1",0,1,0,0,1,1e+05
"2513","7913431","1","1",0,1,0,0,1,770000
"2514","7913432","1","1",0,1,0,0,1,791666.66667
"2515","7913435","1","1",0,0,0,1,1,7630000
"2516","7913436","1","1",0,1,0,0,1,1130000
"2517","7913437","1","1",0,1,0,0,1,5e+05
"2518","7913438","1","1",0,1,0,0,1,1875000
"2519","7913439","1","1",0,1,0,0,1,4e+05
"2520","7913440","1","1",0,0,0,0,1,2020000
"2521","7913441","1","1",0,1,0,0,1,5e+05
"2522","7913442","1","1",0,1,0,0,1,6e+05
"2523","7913444","1","1",0,1,0,0,2,1500000
"2524","7913449","1","1",0,1,0,0,2,1350000
"2525","7913450","1","1",0,1,0,0,2,1208166.6667
"2526","7913452","1","1",1,0,0,0,2,3300000
"2527","7913453","1","1",0,1,0,0,2,1551666.6667
"2528","7913455","1","1",0,0,0,1,2,2125000
"2529","7913456","1","1",0,1,0,0,2,1250000
"2530","7913457","1","1",0,1,0,0,1,380000
"2531","7913459","1","1",0,0,0,1,1,1803000
"2532","7913460","1","1",0,0,0,0,2,1875000
"2533","7913461","1","1",1,0,0,0,2,8671666.6667
"2534","7913462","1","1",0,1,0,0,1,2380000
"2535","7913463","1","1",0,1,0,0,1,1333333.3333
"2536","7913464","1","1",0,1,0,0,2,3451666.6667
"2537","7913465","1","1",0,0,0,0,1,2018333.3333
"2538","7913467","1","1",1,1,0,1,2,1650000
"2539","7913469","1","1",0,1,0,0,2,8e+05
"2540","7913471","1","1",0,0,0,0,1,1954166.6667
"2541","7913472","1","1",1,0,0,0,2,1e+06
"2542","7913474","1","1",0,1,0,0,2,250000
"2543","7913476","1","1",0,1,0,0,1,516666.66667
"2544","7913478","1","1",0,0,0,0,1,1216666.6667
"2545","7913479","1","1",0,1,0,1,1,3021666.6667
"2546","7913480","1","1",1,0,0,0,2,1725000
"2547","7913481","1","1",0,1,0,0,1,296666.66667
"2548","7913482","1","1",0,0,0,0,1,542000
"2549","7913484","1","1",0,0,0,0,1,1666666.6667
"2550","7913486","1","1",1,0,0,0,2,3233333.3333
"2551","7913488","1","1",0,1,0,0,2,1e+06
"2552","7913490","1","1",0,1,0,0,1,2030000
"2553","7913491","1","1",0,1,0,0,1,550000
"2554","7913492","1","1",0,1,0,0,2,5600000
"2555","7913493","1","1",0,1,0,0,1,980000
"2556","7913495","1","1",0,0,1,0,2,4504166.6667
"2557","7913496","1","1",0,0,0,0,1,213333.33333
"2558","7913500","1","1",0,1,0,0,1,1265000
"2559","7913501","1","1",0,1,0,1,1,680000
"2560","7913502","1","1",0,1,0,0,1,1280000
"2561","7913504","1","1",0,1,0,0,1,735000
"2562","7913505","1","1",0,1,0,0,1,1241666.6667
"2563","7913506","1","1",0,0,0,0,1,8e+05
"2564","7913507","1","1",0,1,0,0,1,3e+05
"2565","7913510","1","1",0,1,0,0,2,7e+05
"2566","7913511","1","1",0,1,0,0,2,1100000
"2567","7913511","1","2",0,1,0,0,1,1166666.6667
"2568","7913512","1","1",1,1,0,0,2,4896000
"2569","7913513","1","1",0,0,0,0,1,1008000
"2570","7913515","1","1",0,1,0,0,1,1025000
"2571","7913516","1","1",0,1,0,0,2,745000
"2572","7913517","1","1",0,0,0,0,1,1208333.3333
"2573","7913518","1","1",0,0,0,0,2,6473333.3333
"2574","7913519","1","1",0,1,0,0,1,1678350
"2575","7913520","1","1",0,0,0,0,2,7160000
"2576","7913521","1","1",1,1,0,0,2,1553333.3333
"2577","7913522","1","1",0,1,0,0,1,15580000
"2578","7913524","1","1",0,1,0,0,1,590000
"2579","7913526","1","1",0,1,0,0,2,2280000
"2580","7913527","1","1",0,1,0,0,1,6e+05
"2581","7913528","1","1",0,1,0,0,2,3e+06
"2582","7913530","1","1",0,1,0,0,2,8e+05
"2583","7913531","1","1",0,1,0,0,1,1010000
"2584","7913535","1","1",0,0,0,0,1,615000
"2585","7913536","1","1",0,1,0,0,2,519166.66667
"2586","7913537","1","1",0,1,0,0,1,916666.66667
"2587","7913538","1","1",0,1,0,0,2,1030000
"2588","7913539","1","1",0,1,0,0,2,675833.33333
"2589","7913541","1","1",0,0,0,0,1,280000
"2590","7913542","1","1",0,0,0,0,1,1200000
"2591","7913543","1","1",0,1,0,0,1,1430000
"2592","7913544","1","1",0,0,0,0,2,2131666.6667
"2593","7913545","1","1",0,1,0,0,1,1350000
"2594","7913547","1","1",1,1,0,0,3,21158333.333
"2595","7913549","1","1",0,1,0,0,1,1090000
"2596","7913550","1","1",0,0,0,0,1,950000
"2597","7913551","1","1",0,1,0,0,1,675000
"2598","7913552","1","1",0,0,0,0,1,1920416.6667
"2599","7913553","1","1",0,0,0,0,2,1050000
"2600","7913554","1","1",0,0,0,0,2,80000
"2601","7913555","1","1",0,1,0,0,1,650000
"2602","7913556","1","1",0,1,0,0,1,1937500
"2603","7913557","1","1",0,0,0,0,1,993333.33333
"2604","7913559","1","1",0,0,0,0,2,8e+05
"2605","7913562","1","1",0,1,0,0,1,1246666.6667
"2606","7913563","1","1",0,0,0,0,2,1563666.6667
"2607","7913564","1","1",0,1,0,0,1,4080000
"2608","7913565","1","1",0,1,0,0,2,5487500
"2609","7913566","1","1",0,1,0,0,2,1430000
"2610","7913567","1","1",0,1,0,0,2,6e+05
"2611","7913568","1","1",0,1,0,0,1,1090000
"2612","7913569","1","1",0,1,0,0,1,1690000
"2613","7913570","1","1",0,1,0,0,2,1666666.6667
"2614","7913571","1","1",0,0,0,0,1,1800000
"2615","7913572","1","1",0,1,0,0,2,9586439.3333
"2616","7913573","1","1",0,0,0,0,2,2900000
"2617","7913574","1","1",0,0,0,0,1,371666.66667
"2618","7913575","1","1",1,1,0,0,3,4583333.3333
"2619","7913576","1","1",0,1,0,1,2,1400000
"2620","7913577","1","1",0,0,0,0,2,2200000
"2621","7913579","1","1",0,0,0,0,1,446666.66667
"2622","7913581","1","1",0,1,0,0,1,975000
"2623","7913582","1","1",0,0,0,0,2,466666.66667
"2624","7913584","1","1",0,1,0,0,1,8e+05
"2625","7913586","1","1",0,1,0,0,1,7840000
"2626","7913587","1","1",0,1,0,0,2,1136166.6667
"2627","7913588","1","1",0,1,0,0,2,1416666.6667
"2628","7913589","1","1",0,1,0,1,3,14800000
"2629","7913591","1","1",0,1,0,0,1,1225000
"2630","7913592","1","1",0,1,0,0,2,845000
"2631","7913593","1","1",0,0,0,0,1,4451666.6667
"2632","7913595","1","1",0,1,0,0,1,750000
"2633","7913596","1","1",1,1,0,0,2,1843333.3333
"2634","7913597","1","1",0,1,0,0,2,2566666.6667
"2635","7913599","1","1",0,1,0,0,1,520000
"2636","7913600","1","1",0,1,0,0,1,3058272.6667
"2637","7913601","1","1",0,1,0,0,1,391666.66667
"2638","7913602","1","1",0,1,0,0,1,1360000
"2639","7913603","1","1",0,1,0,0,1,571666.66667
"2640","7913604","1","1",0,0,0,0,2,7e+05
"2641","7913605","1","1",0,0,0,0,1,660000
"2642","7913606","1","1",0,1,0,0,2,2504666.6667
"2643","7913607","1","1",0,1,0,0,1,1e+06
"2644","7913608","1","1",0,0,0,0,1,1200000
"2645","7913611","1","1",0,1,1,0,2,116666.66667
"2646","7913612","1","1",0,1,0,0,1,280000
"2647","7913615","1","1",0,1,0,0,1,405000
"2648","7913616","1","1",0,1,0,0,2,1466666.6667
"2649","7913619","1","1",0,1,0,0,1,216666.66667
"2650","7913620","1","1",0,1,0,0,1,230000
"2651","7913621","1","1",0,1,0,0,1,395000
"2652","7913622","1","1",0,1,0,0,1,450000
"2653","7913623","1","1",0,1,0,0,1,696666.66667
"2654","7913624","1","1",0,0,0,0,2,2e+06
"2655","7913625","1","1",0,1,0,0,1,380000
"2656","7913626","1","1",0,1,0,0,2,2300000
"2657","7913627","1","1",0,0,0,1,2,2700000
"2658","7913628","1","1",1,1,0,0,2,5233333.3333
"2659","7913629","1","1",0,1,0,0,1,450000
"2660","7913631","1","1",0,1,0,0,1,720000
"2661","7913632","1","1",0,0,0,0,1,1600000
"2662","7913633","1","1",0,1,0,0,1,421666.66667
"2663","7913634","1","1",0,0,0,0,1,1860000
"2664","7913637","1","1",0,0,0,0,2,1050000
"2665","7913638","1","1",1,1,0,0,3,3500000
"2666","7913641","1","1",0,1,0,0,2,1400000
"2667","7913642","1","1",0,1,0,0,1,2800000
"2668","7913645","1","1",0,1,0,0,1,280000
"2669","7913646","1","1",0,1,0,0,1,2074772.6667
"2670","7913647","1","1",0,0,0,0,2,4e+05
"2671","7913649","1","1",0,0,0,0,1,583333.33333
"2672","7913650","1","1",0,1,0,0,3,4875000
"2673","7913651","1","1",0,1,0,0,2,3188333.3333
"2674","7913652","1","1",0,1,0,0,1,488333.33333
"2675","7913653","1","1",0,1,0,0,2,2480000
"2676","7913654","1","1",0,1,0,0,2,2707500
"2677","7913655","1","1",0,0,0,0,1,2115000
"2678","7913656","1","1",0,1,0,0,1,780000
"2679","7913657","1","1",0,1,0,0,1,201666.66667
"2680","7913658","1","1",0,1,0,0,1,1540000
"2681","7913659","1","1",0,1,0,1,2,1700000
"2682","7913662","1","1",1,0,0,0,1,3550833.3333
"2683","7913663","1","1",0,1,0,0,1,1920000
"2684","7913664","1","1",0,0,0,0,2,1800000
"2685","7913666","1","1",0,1,0,0,1,1410000
"2686","7913667","1","1",0,1,0,0,2,925000
"2687","7913670","1","1",0,1,0,0,1,2160000
"2688","7913671","1","1",0,1,0,0,2,1407833.3333
"2689","7913673","1","1",0,1,0,0,1,750000
"2690","7913674","1","1",0,1,0,0,1,1400000
"2691","7913675","1","1",0,1,0,0,1,121666.66667
"2692","7913677","1","1",0,1,0,0,2,3475000
"2693","7913678","1","1",0,1,0,0,1,4e+05
"2694","7913680","1","1",0,1,0,0,2,816666.66667
"2695","7913681","1","1",0,1,0,0,3,2500000
"2696","7913682","1","1",0,1,0,1,3,13833333.333
"2697","7913683","1","1",0,0,0,0,1,1635606
"2698","7913684","1","1",0,1,0,0,2,272500
"2699","7913685","1","1",0,1,0,0,2,1225000
"2700","7913686","1","1",0,0,0,1,2,2450000
"2701","7913687","1","1",1,1,0,0,2,3500000
"2702","7913688","1","1",0,1,0,0,2,1466666.6667
"2703","7913689","1","1",0,1,0,0,2,1270000
"2704","7913690","1","1",0,1,0,0,1,1400000
"2705","7913691","1","1",0,1,0,0,1,8e+05
"2706","7913692","1","1",0,1,0,0,1,250000
"2707","7913693","1","1",0,1,0,0,2,1681333.3333
"2708","7913694","1","1",0,0,0,0,1,575000
"2709","7913696","1","1",0,1,0,0,1,9e+05
"2710","7913697","1","1",0,0,0,0,1,4e+05
"2711","7913698","1","1",0,1,0,0,1,948333.33333
"2712","7913699","1","1",0,1,0,0,2,1825000
"2713","7913700","1","1",0,0,0,0,2,1566000
"2714","7913701","1","1",0,1,0,0,1,730000
"2715","7913702","1","1",1,0,1,0,2,10104166.667
"2716","7913703","1","1",0,1,0,0,1,560000
"2717","7913704","1","1",0,0,0,0,2,1351666.6667
"2718","7913706","1","1",0,1,0,1,1,2510000
"2719","7913707","1","1",0,0,0,0,1,450000
"2720","7913708","1","1",0,1,0,0,2,6500000
"2721","7913710","1","1",0,1,0,0,2,70000
"2722","7913712","1","1",0,1,0,0,1,2800000
"2723","7913713","1","1",0,1,0,1,1,4148939.3333
"2724","7913714","1","1",0,0,0,0,1,1353333.3333
"2725","7913716","1","1",0,1,0,1,2,1558333.3333
"2726","7913717","1","1",0,1,0,0,2,681666.66667
"2727","7913718","1","1",0,1,0,0,1,451666.66667
"2728","7913721","1","1",0,1,0,0,1,5e+05
"2729","7913722","1","1",0,1,0,0,1,1200000
"2730","7913724","1","1",0,1,0,0,2,3525000
"2731","7913725","1","1",0,1,0,0,1,785833.33333
"2732","7913728","1","1",0,1,0,0,2,5e+05
"2733","7913729","1","1",0,1,0,0,1,2640000
"2734","7913730","1","1",0,1,0,0,2,713333.33333
"2735","7913731","1","1",0,1,0,0,2,6557500
"2736","7913733","1","1",0,1,0,0,1,2796333.3333
"2737","7913734","1","1",0,1,0,0,1,27200000
"2738","7913735","1","1",0,1,0,1,1,998333.33333
"2739","7913736","1","1",0,0,0,0,1,1401250
"2740","7913737","1","1",0,0,0,0,1,380000
"2741","7913738","1","1",0,0,0,0,3,6250000
"2742","7913739","1","1",0,0,0,0,2,50000
"2743","7913740","1","1",0,1,0,0,2,1920000
"2744","7913742","1","1",0,1,0,0,2,1866666.6667
"2745","7913743","1","1",0,1,0,0,1,1580000
"2746","7913744","1","1",0,1,0,0,1,2571833.3333
"2747","7913746","1","1",0,0,0,1,2,1385833.3333
"2748","7913747","1","1",0,1,0,0,1,3038000
"2749","7913748","1","1",0,1,0,0,1,1375000
"2750","7913749","1","1",1,1,0,0,1,1900000
"2751","7913750","1","1",0,0,0,1,2,379166.66667
"2752","7913751","1","1",0,0,0,0,1,162500
"2753","7913753","1","1",0,1,0,0,2,2060000
"2754","7913754","1","1",0,0,0,0,1,650000
"2755","7913755","1","1",0,0,0,0,2,4087500
"2756","7913756","1","1",0,0,0,0,1,450000
"2757","7913758","1","1",0,0,0,0,1,5e+05
"2758","7913759","1","1",0,1,0,0,2,463333.33333
"2759","7913762","1","1",1,1,0,0,1,1175000
"2760","7913764","1","1",0,1,0,0,1,850000
"2761","7913765","1","1",0,1,0,0,2,2270666.6667
"2762","7913766","1","1",0,1,0,0,1,2300000
"2763","7913769","1","1",0,1,0,0,1,715000
"2764","7913771","1","1",0,0,0,0,1,453333.33333
"2765","7913772","1","1",0,1,0,0,2,2640000
"2766","7913773","1","1",0,1,0,0,2,1466333.3333
"2767","7913774","1","1",0,1,0,0,1,1450000
"2768","7913775","1","1",0,0,0,0,1,230000
"2769","7913777","1","1",0,1,0,0,2,1400000
"2770","7913778","1","1",0,0,0,1,1,7e+05
"2771","7913778","1","2",0,0,0,0,1,7e+05
"2772","7913780","1","1",0,1,0,0,2,1162500
"2773","7913781","1","1",0,1,1,0,3,2790000
"2774","7913782","1","1",0,1,0,0,2,850000
"2775","7913784","1","1",0,1,0,0,1,7e+05
"2776","7913785","1","1",0,0,0,0,1,3e+05
"2777","7913788","1","1",0,1,0,0,2,1941666.6667
"2778","7913789","1","1",0,1,0,0,2,1200000
"2779","7913790","1","1",0,1,0,0,2,4820833.3333
"2780","7913796","1","1",0,1,0,0,2,3870000
"2781","7913797","1","1",0,1,0,0,1,20140000
"2782","7913798","1","1",0,0,0,0,2,5e+05
"2783","7913800","1","1",0,0,0,0,1,680000
"2784","7913802","1","1",0,1,0,0,3,2351666.6667
"2785","7913803","1","1",0,1,0,0,2,2367066.6667
"2786","7913804","1","1",0,1,0,0,1,2260000
"2787","7913805","1","1",0,1,0,0,2,2243333.3333
"2788","7913806","1","1",0,1,0,0,2,6100000
"2789","7913807","1","1",0,1,0,0,1,526666.66667
"2790","7913810","1","1",0,1,0,0,1,3535000
"2791","7913811","1","1",0,1,0,0,2,3876666.6667
"2792","7913813","1","1",0,1,0,0,1,953333.33333
"2793","7913814","1","1",0,1,0,0,1,1431439.3333
"2794","7913816","1","1",0,1,0,1,2,3140333.3333
"2795","7913820","1","1",0,1,0,0,2,1800000
"2796","7913822","1","1",0,0,0,0,1,766666.66667
"2797","7913823","1","1",1,1,1,0,3,12783333.333
"2798","7913824","1","1",0,1,0,0,2,1200000
"2799","7913827","1","1",0,1,0,0,2,1750000
"2800","7913828","1","1",0,0,0,0,1,1200000
"2801","7913829","1","1",0,0,0,0,1,1240400
"2802","7913829","1","2",0,0,0,0,2,1240400
"2803","7913830","1","1",0,1,1,0,2,4200000
"2804","7913831","1","1",0,1,0,0,1,215000
"2805","7913832","1","1",0,0,0,0,2,1e+06
"2806","7913834","1","1",0,1,0,0,1,2445200
"2807","7913835","1","1",0,1,0,0,2,4600606
"2808","7913837","1","1",0,1,0,0,1,420000
"2809","7913838","1","1",0,1,0,0,1,1725000
"2810","7913841","1","1",0,1,0,0,1,230000
"2811","7913842","1","1",0,1,0,1,2,1970833.3333
"2812","7913844","1","1",0,1,0,0,1,210000
"2813","7913845","1","1",0,1,0,0,1,280000
"2814","7913847","1","1",0,1,0,1,3,6700000
"2815","7913848","1","1",0,1,0,0,2,2206666.6667
"2816","7913849","1","1",0,1,0,0,1,670000
"2817","7913850","1","1",0,1,0,0,1,1030000
"2818","7913851","1","1",0,1,0,0,1,150000
"2819","7913852","1","1",0,1,0,0,1,430000
"2820","7913853","1","1",0,1,0,0,1,150000
"2821","7913854","1","1",0,1,0,0,1,880000
"2822","7913855","1","1",0,1,0,0,1,150000
"2823","7913856","1","1",0,1,0,0,1,425000
"2824","7913857","1","1",0,1,0,0,2,1080000
"2825","7913858","1","1",0,1,0,0,2,3500000
"2826","7913862","1","1",0,1,0,0,1,1250000
"2827","7913863","1","1",1,1,0,0,2,5300000
"2828","7913864","1","1",1,1,0,0,2,1200000
"2829","7913865","1","1",0,1,0,0,2,1160000
"2830","7913867","1","1",0,0,0,0,2,3745000
"2831","7913869","1","1",1,1,0,1,3,4200000
"2832","7913871","1","1",0,1,0,1,2,3466666.6667
"2833","7913872","1","1",0,1,0,0,2,1500000
"2834","7913873","1","1",0,1,0,0,1,1300000
"2835","7913874","1","1",0,1,0,0,1,1043750
"2836","7913875","1","1",0,1,0,1,2,4890000
"2837","7913879","1","1",0,1,0,0,2,1690000
"2838","7913882","1","1",0,1,0,0,2,2566666.6667
"2839","7913883","1","1",0,1,0,0,3,3150000
"2840","7913885","1","1",0,1,0,1,2,5e+06
"2841","7913886","1","1",0,0,0,0,2,1860000
"2842","7913887","1","1",0,0,0,0,2,1418333.3333
"2843","7913888","1","1",0,0,0,0,1,1360000
"2844","7913889","1","1",0,0,0,0,1,1350000
"2845","7913890","1","1",0,0,0,0,2,7e+05
"2846","7913891","1","1",0,1,0,1,1,1200000
"2847","7913894","1","1",0,1,0,0,1,2100000
"2848","7913895","1","1",0,1,0,0,2,1700000
"2849","7913896","1","1",0,0,0,0,1,583333.33333
"2850","7913897","1","1",0,1,0,0,1,5e+05
"2851","7913898","1","1",0,1,0,0,2,2e+06
"2852","7913899","1","1",0,0,0,1,1,1250000
"2853","7913903","1","1",0,1,0,0,2,2400000
"2854","7913905","1","1",0,1,0,0,1,7e+05
"2855","7913906","1","1",0,1,0,0,1,696666.66667
"2856","7913907","1","1",0,1,0,0,1,616666.66667
"2857","7913909","1","1",0,0,0,0,1,1651666.6667
"2858","7913912","1","1",0,1,0,0,1,563333.33333
"2859","7913914","1","1",1,1,0,0,1,1450000
"2860","7913915","1","1",0,0,0,0,1,980000
"2861","7913917","1","1",0,0,0,0,1,790000
"2862","7913919","1","1",0,0,0,0,1,740000
"2863","7913922","1","1",0,1,0,0,1,466666.66667
"2864","7913925","1","1",0,1,0,0,1,1200000
"2865","7913926","1","1",0,1,0,0,3,2400000
"2866","7913931","1","1",0,1,1,1,2,1191666.6667
"2867","7913933","1","1",0,0,0,0,2,933333.33333
"2868","7913934","1","1",0,1,0,0,2,5800000
"2869","7913936","1","1",0,1,0,0,1,11900000
"2870","7913937","1","1",1,1,0,1,3,2500000
"2871","7913938","1","1",0,1,0,0,2,2300000
"2872","7913940","1","1",0,1,0,1,2,1300000
"2873","7913941","1","1",0,1,0,0,2,2572500
"2874","7913943","1","1",0,1,0,0,2,2515000
"2875","7913945","1","1",0,1,0,0,2,2493333.3333
"2876","7913946","1","1",0,1,0,0,2,991666.66667
"2877","7913947","1","1",0,0,0,0,1,1160000
"2878","7913950","1","1",0,1,0,0,2,950000
"2879","7913951","1","1",0,1,0,0,2,2900000
"2880","7913952","1","1",0,1,0,0,1,560000
"2881","7913953","1","1",0,1,0,0,2,1500000
"2882","7913954","1","1",0,1,0,0,1,359166.66667
"2883","7913956","1","1",0,0,0,0,1,690000
"2884","7913957","1","1",0,1,0,0,2,1948333.3333
"2885","7913958","1","1",0,1,0,0,1,1427863
"2886","7913958","1","2",0,1,0,0,2,1140000
"2887","7913960","1","1",0,1,0,0,1,2650000
"2888","7913961","1","1",0,0,0,0,2,2810000
"2889","7913962","1","1",0,1,0,0,2,1700000
"2890","7913963","1","1",0,1,0,0,1,615000
"2891","7913964","1","1",0,1,0,0,1,2873333.3333
"2892","7913967","1","1",0,1,0,0,2,2156666.6667
"2893","7913970","1","1",0,1,0,0,2,2558333.3333
"2894","7913971","1","1",0,1,0,0,1,880000
"2895","7913972","1","1",0,1,0,0,2,3666666.6667
"2896","7913973","1","1",0,1,0,0,3,1818000
"2897","7913974","1","1",0,1,0,0,1,2250000
"2898","7913976","1","1",0,0,0,0,1,6e+05
"2899","7913978","1","1",0,1,0,0,1,486666.66667
"2900","7913980","1","1",0,1,0,0,2,876666.66667
"2901","7913981","1","1",0,0,0,0,1,672500
"2902","7913984","1","1",0,0,0,0,1,650000
"2903","7913985","1","1",0,1,0,0,2,2695000
"2904","7913986","1","1",0,0,0,0,1,320000
"2905","7913987","1","1",0,0,0,0,2,5030833.3333
"2906","7913988","1","1",0,1,0,0,2,1396666.6667
"2907","7913989","1","1",0,1,0,0,2,3050000
"2908","7913990","1","1",0,1,0,0,2,2486666.6667
"2909","7913991","1","1",1,1,0,1,2,5690000
"2910","7913992","1","1",0,1,0,0,2,2220000
"2911","7913994","1","1",0,0,0,0,2,14320000
"2912","7913995","1","1",0,1,0,0,2,1563333.3333
"2913","7913996","1","1",0,0,0,0,1,666666.66667
"2914","7913997","1","1",0,0,0,0,2,1870000
"2915","7913998","1","1",0,0,0,0,2,275000
"2916","7913999","1","1",0,0,0,0,1,7e+05
"2917","7914000","1","1",0,1,0,0,2,1108000
"2918","7914002","1","1",0,1,0,0,2,1350000
"2919","7914003","1","1",0,1,0,0,2,956666.66667
"2920","7914004","1","1",0,0,0,0,2,7e+05
"2921","7914006","1","1",0,1,0,0,2,2170000
"2922","7914007","1","1",0,1,0,1,1,5433000
"2923","7914008","1","1",0,1,0,0,2,986666.66667
"2924","7914009","1","1",0,1,0,0,2,3116666.6667
"2925","7914010","1","1",0,1,0,0,1,3e+05
"2926","7914012","1","1",0,1,0,0,2,2016666.6667
"2927","7914013","1","1",0,1,0,1,2,3216666.6667
"2928","7914014","1","1",0,0,0,0,1,620000
"2929","7914015","1","1",0,1,0,0,3,2473100
"2930","7914016","1","1",0,1,0,0,1,1243750
"2931","7914018","1","1",0,1,0,0,2,775000
"2932","7914020","1","1",0,1,0,0,1,1450000
"2933","7914022","1","1",0,1,0,0,1,1550000
"2934","7914023","1","1",0,1,0,0,2,1550000
"2935","7914024","1","1",0,1,0,0,2,2250000
"2936","7914025","1","1",0,1,0,0,2,1450000
"2937","7914026","1","1",0,1,0,0,1,12790000
"2938","7914027","1","1",0,0,0,0,1,180833.33333
"2939","7914028","1","1",1,1,0,0,2,14841666.667
"2940","7914029","1","1",0,1,0,0,1,26666.666667
"2941","7914031","1","1",1,1,0,0,1,2100000
"2942","7914032","1","1",0,0,0,0,1,990000
"2943","7914033","1","1",0,1,0,0,1,2050000
"2944","7914034","1","1",0,0,0,0,1,1826666.6667
"2945","7914037","1","1",0,1,0,0,1,705000
"2946","7914038","1","1",0,0,0,0,1,250000
"2947","7914040","1","1",0,1,0,0,1,1669833.3333
"2948","7914041","1","1",0,0,0,0,2,3139166.6667
"2949","7914042","1","1",0,1,0,0,1,825000
"2950","7914043","1","1",1,0,0,0,2,8e+05
"2951","7914044","1","1",0,0,0,0,1,516666.66667
"2952","7914049","1","1",0,0,0,0,1,693333.33333
"2953","7914050","1","1",0,1,0,0,2,760000
"2954","7914051","1","1",0,0,0,0,2,2.5e+07
"2955","7914052","1","1",0,0,0,0,2,1400000
"2956","7914053","1","1",0,1,0,0,2,1275000
"2957","7914054","1","1",0,1,0,0,1,16033333.333
"2958","7914055","1","1",0,0,0,1,1,3158333.3333
"2959","7914056","1","1",0,1,0,0,1,315000
"2960","7914057","1","1",0,1,0,0,1,1991666.6667
"2961","7914058","1","1",0,0,0,0,1,3580000
"2962","7914059","1","1",0,1,0,0,1,1310000
"2963","7914060","1","1",0,1,0,0,2,9e+05
"2964","7914061","1","1",0,0,0,0,1,580833.33333
"2965","7914063","1","1",0,0,0,0,2,1658333.3333
"2966","7914065","1","1",0,1,0,0,2,1330000
"2967","7914065","1","2",0,1,0,0,2,1400000
"2968","7914066","1","1",0,1,0,0,1,3390000
"2969","7914067","1","1",0,0,0,0,1,786666.66667
"2970","7914068","1","1",0,1,0,0,2,1210000
"2971","7914069","1","1",0,1,0,0,1,1093333.3333
"2972","7914070","1","1",0,0,0,0,2,5192666.6667
"2973","7914071","1","1",0,0,0,0,1,315000
"2974","7914073","1","1",0,0,0,0,1,250000
"2975","7914074","1","1",0,1,0,1,1,1806666.6667
"2976","7914076","1","1",0,1,0,0,2,1213333.3333
"2977","7914077","1","1",0,0,0,0,1,20150000
"2978","7914078","1","1",0,1,0,0,2,1485000
"2979","7914080","1","1",0,0,0,0,1,220000
"2980","7914081","1","1",0,1,0,0,2,2042500
"2981","7914082","1","1",0,0,0,0,2,1270833.3333
"2982","7914083","1","1",0,0,0,0,1,1041666.6667
"2983","7914084","1","1",0,1,0,0,1,750000
"2984","7914085","1","1",0,1,0,0,2,2501936
"2985","7914086","1","1",0,1,0,0,1,626666.66667
"2986","7914087","1","1",0,1,0,0,2,2600000
"2987","7914088","1","1",0,0,0,0,2,225000
"2988","7914090","1","1",0,0,0,0,2,1522500
"2989","7914091","1","1",0,1,0,0,2,1600000
"2990","7914093","1","1",0,1,0,1,1,646666.66667
"2991","7914095","1","1",0,1,0,0,1,380000
"2992","7914097","1","1",0,1,0,0,1,694000
"2993","7914100","1","1",0,1,0,0,2,1500000
"2994","7914101","1","1",0,1,0,0,2,760000
"2995","7914102","1","1",0,1,0,0,1,1120833.3333
"2996","7914104","1","1",0,1,0,0,1,803333.33333
"2997","7914105","1","1",0,1,0,0,2,6e+05
"2998","7914107","1","1",0,1,0,0,1,1640000
"2999","7914108","1","1",1,1,0,0,2,6400000
"3000","7914110","1","1",1,1,0,0,2,4787500
"3001","7914111","1","1",0,1,0,1,1,1816666.6667
"3002","7914113","1","1",0,0,0,0,1,2522000
"3003","7914116","1","1",0,1,0,0,2,978333.33333
"3004","7914117","1","1",0,1,0,0,1,1593333.3333
"3005","7914118","1","1",0,1,0,0,2,1280000
"3006","7914119","1","1",0,1,0,0,1,5e+05
"3007","7914120","1","1",0,1,0,0,2,50000
"3008","7914121","1","1",0,1,0,0,1,1700000
"3009","7914122","1","1",0,0,0,0,1,4e+05
"3010","7914123","1","1",0,1,0,0,2,1650000
"3011","7914124","1","1",0,1,0,0,1,665000
"3012","7914126","1","1",0,0,0,0,1,1708333.3333
"3013","7914127","1","1",0,1,0,0,1,2365000
