"","DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN.x","HEST","NEP","ING","CAR","PROB_A","HW","SEC","CONS","REC","I_HOGAR"
"61022",8071258,1,1,1,"4","2","2","2",0.02890046,"40 <","1","2","2",950000
"61023",8071259,1,1,1,"1","9","1","2",0.99793798,"[40, 50)","1","2","2",587500
"61024",8071260,1,1,1,"5","9","1","2",0.35529742,"[40, 50)","1","2","2",313333.33333
"61025",8071261,1,1,1,"7","8","2","2",0.99883635,"[40, 50)","2","2","1",329166.66667
"61026",8071262,1,1,1,"5","2","1","2",0.02890046,"40 <","1","2","2",9e+05
"61027",8071264,1,1,1,"5","2","1","2",0,"> 50","2","2","2",4130366.6667
"61028",8071265,1,1,1,"3","10","2","2",0,"[40, 50)","1","2","2",1047000
"61029",8071266,1,1,1,"4","1","2","2",0.35529742,"[40, 50)","1","2","2",1650000
"61030",8071267,1,1,1,"3","9","1","2",0,"> 50","1","2","2",162500
"61031",8071268,1,1,1,"5","3","1","2",0.35529742,"40 <","1","2","2",1160000
"61032",8071269,1,1,1,"12","1","2","2",0,"[40, 50)","1","2","2",5166666.6667
"61033",8071270,1,1,1,"11","4","2","2",0,"[40, 50)","1","2","2",2940000
"61034",8071271,1,1,1,"3","1","2","1",0.11470257,"[40, 50)","2","2","2",6540000
"61035",8071272,1,1,1,"5","10","2","2",0.02890046,"> 50","1","2","1",2200000
"61036",8071273,1,1,1,"11","3","1","2",0.35529742,"[40, 50)","1","2","2",750000
"61037",8071274,1,1,1,"3","9","2","2",0.92963,"[40, 50)","2","2","2",460000
"61038",8071275,1,1,1,"11","2","2","2",0,"[40, 50)","1","1","2",2333333.3333
"61039",8071276,1,1,1,"3","2","2","2",0.02890046,"> 50","1","2","2",770000
"61040",8071277,1,1,1,"5","1","2","2",0,"[40, 50)","1","2","2",58333.333333
"61041",8071278,1,1,1,"7","4","1","2",0.35529742,"[40, 50)","1","2","2",3128333.3333
"61042",8071279,1,1,1,"3","1","1","2",0.72130585,"[40, 50)","1","2","2",1710000
"61043",8071280,1,1,1,"5","1","2","2",0,"[40, 50)","1","2","2",1750000
"61044",8071281,1,1,1,"5","9","2","2",0.02890046,"[40, 50)","1","2","2",1858333.3333
"61045",8071282,1,1,1,"3","2","2","2",0,"> 50","1","2","2",1710000
"61046",8071284,1,1,1,"7","10","1","2",0.35529742,"> 50","1","2","2",1182500
"61047",8071285,1,1,1,"5","1","2","2",0,"40 <","1","2","2",9e+05
"61048",8071286,1,1,1,"3","9","1","2",0.92963,"40 <","1","2","2",2681666.6667
"61049",8071287,1,1,1,"3","2","1","2",0.11470257,"40 <","2","2","2",705000
"61050",8071288,1,1,1,"4","3","1","2",0.35529742,"40 <","1","2","2",820000
"61051",8071289,1,1,1,"3","1","1","2",0.11470257,"[40, 50)","1","2","2",150000
"61052",8071290,1,1,1,"1","9","1","2",0.99883635,"40 <","1","2","2",196666.66667
"61053",8071291,1,1,1,"3","1","2","2",0,"40 <","1","2","2",341666.66667
"61054",8071292,1,1,1,"3","1","1","2",0.35529742,"[40, 50)","1","2","2",1046000
"61055",8071293,1,1,1,"3","2","1","2",0,"[40, 50)","1","2","2",730000
"61056",8071294,1,1,1,"7","4","2","2",0,"[40, 50)","1","2","2",5800000
"61057",8071295,1,1,1,"3","1","1","2",0,"[40, 50)","1","2","2",542500
"61058",8071296,1,1,1,"3","2","1","2",0.35529742,"[40, 50)","2","2","2",426666.66667
"61059",8071298,1,1,1,"4","2","2","2",0.02890046,"40 <","1","2","2",250000
"61060",8071299,1,1,1,"1","10","2","2",0,"40 <","1","2","2",725000
"61061",8071300,1,1,1,"3","2","1","2",0,"> 50","2","2","2",2166666.6667
"61062",8071301,1,1,1,"3","9","1","2",0.99793798,"[40, 50)","1","2","2",528333.33333
"61063",8071302,1,1,1,"3","9","2","2",0.92963,"40 <","2","2","2",320000
"61064",8071304,1,1,1,"3","9","2","2",0,"40 <","2","2","2",510000
"61065",8071305,1,1,1,"3","1","1","2",0,"40 <","1","2","2",580000
"61066",8071306,1,1,1,"3","9","1","2",0.35529742,"40 <","1","2","2",598333.33333
"61067",8071307,1,1,1,"3","1","1","2",0.11470257,"> 50","1","2","2",760000
"61068",8071308,1,1,1,"3","2","1","2",0,"[40, 50)","1","2","2",1260000
"61069",8071309,1,1,1,"3","1","2","2",0.99883635,"40 <","1","2","1",3621666.6667
"61070",8071312,1,1,1,"3","1","1","2",0.35529742,"[40, 50)","1","2","2",2365833.3333
"61071",8071313,1,1,1,"3","10","1","2",0,"> 50","2","2","2",1650000
"61072",8071314,1,1,1,"4","9","1","2",0,"> 50","1","2","2",1e+06
"61073",8071315,1,1,1,"5","1","2","2",0,"> 50","1","2","2",3500000
"61074",8071316,1,1,1,"5","9","2","2",0.35529742,"> 50","1","2","2",1510000
"61075",8071317,1,1,1,"4","9","2","2",0.92963,"[40, 50)","2","2","2",290000
"61076",8071318,1,1,1,"5","9","1","2",0.92963,"[40, 50)","1","2","2",625000
"61077",8071319,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",679166.66667
"61078",8071321,1,1,1,"5","3","2","1",0,"[40, 50)","1","2","2",7933333.3333
"61079",8071322,1,1,1,"3","1","1","2",0.35529742,"[40, 50)","1","2","2",788333.33333
"61080",8071323,1,1,1,"3","9","1","2",0.72130585,"> 50","1","2","2",416666.66667
"61081",8071324,1,1,1,"11","3","2","1",0.02890046,"[40, 50)","1","2","2",5633333.3333
"61082",8071325,1,1,1,"5","2","2","2",0.02890046,"[40, 50)","1","2","2",1e+06
"61083",8071326,1,1,1,"11","9","2","1",0.11470257,"[40, 50)","2","2","2",3250000
"61084",8071327,1,1,1,"3","2","1","2",0.11470257,"[40, 50)","1","2","2",547500
"61085",8071328,1,1,1,"11","3","2","1",0.02890046,"40 <","1","2","2",262925000
"61086",8071329,1,1,1,"5","1","1","2",0.35529742,"40 <","1","2","2",433333.33333
"61087",8071330,1,1,1,"3","1","2","2",0.72130585,"[40, 50)","1","2","2",1757272.6667
"61088",8071331,1,1,1,"3","2","1","2",0,"> 50","1","2","1",846666.66667
"61089",8071332,1,1,1,"3","1","2","2",0,"> 50","1","2","2",1160000
"61090",8071333,1,1,1,"3","1","1","2",0,"> 50","1","2","2",1300000
"61091",8071334,1,1,1,"3","2","1","2",0.11470257,"> 50","1","2","2",920000
"61092",8071335,1,1,1,"3","1","1","2",0,"[40, 50)","1","2","2",3e+05
"61093",8071336,1,1,1,"3","9","2","1",0,"[40, 50)","1","2","2",2350000
"61094",8071337,1,1,1,"3","10","2","2",0,"[40, 50)","1","2","2",1850000
"61095",8071338,1,1,1,"3","9","2","2",0,"[40, 50)","1","2","2",2e+06
"61096",8071339,1,1,1,"4","1","2","2",0,"40 <","1","2","2",1608333.3333
"61097",8071340,1,1,1,"3","9","2","2",0,"40 <","1","2","2",980000
"61098",8071341,1,1,1,"3","9","1","2",0,"[40, 50)","1","2","2",705000
"61099",8071342,1,1,1,"3","1","1","2",0.11470257,"> 50","1","2","2",1830000
"61100",8071343,1,1,1,"5","1","1","2",0.35529742,"40 <","1","2","2",3118333.3333
"61101",8071346,1,1,1,"7","2","2","2",0,"[40, 50)","2","2","2",4889900
"61102",8071347,1,1,1,"3","9","1","2",0.99793798,"[40, 50)","1","2","2",335000
"61103",8071348,1,1,1,"3","9","1","2",0,"[40, 50)","1","2","2",162500
"61104",8071349,1,1,1,"3","9","1","1",0.72130585,"[40, 50)","2","2","2",2863939.3333
"61105",8071350,1,1,1,"3","9","1","2",0.99007729,"40 <","1","2","2",715000
"61106",8071352,1,1,1,"5","3","2","2",0.35529742,"[40, 50)","1","2","2",2e+06
"61107",8071353,1,1,1,"5","1","1","2",0.72130585,"[40, 50)","1","2","2",1750000
"61108",8071355,1,1,1,"5","4","1","2",0.99007729,"> 50","2","2","2",150000
"61109",8071356,1,1,1,"3","1","1","2",0,"40 <","1","2","2",2740000
"61110",8071357,1,1,1,"5","1","1","2",0,"> 50","1","2","2",1610000
"61111",8071358,1,1,1,"3","1","1","2",0.99883635,"40 <","1","2","2",350000
"61112",8071359,1,1,1,"3","1","1","2",0.02890046,"40 <","1","2","2",280000
"61113",8071360,1,1,1,"3","9","1","2",0.92963,"> 50","1","2","2",1830000
"61114",8071361,1,1,1,"5","3","3","2",0.99883635,"[40, 50)","1","2","2",1550000
"61115",8071363,1,1,1,"3","1","2","2",0,"40 <","1","2","2",1420000
"61116",8071364,1,1,1,"5","3","1","2",0.35529742,"40 <","1","2","2",805000
"61118",8071366,1,1,1,"7","1","1","2",0.72130585,"[40, 50)","1","2","2",1268333.3333
"61119",8071368,1,1,1,"3","2","1","2",0.99883635,"40 <","1","2","2",170000
"61120",8071369,1,1,1,"4","9","1","2",0.35529742,"[40, 50)","1","2","2",1786666.6667
"61121",8071371,1,1,1,"12","4","2","2",0.02890046,"> 50","1","1","1",5512500
"61122",8071372,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",3965000
"61123",8071373,1,1,1,"5","10","1","2",0,"40 <","1","2","2",6e+05
"61124",8071373,2,1,2,"5","10","1","2",0,"[40, 50)","1","2","2",1e+05
"61125",8071374,1,1,1,"4","1","1","2",0.35529742,"[40, 50)","1","2","2",1300000
"61126",8071375,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",658333.33333
"61127",8071376,1,1,1,"5","3","2","2",0,"40 <","1","2","2",1323333.3333
"61128",8071377,1,1,1,"11","2","1","2",0.72130585,"40 <","2","2","2",5708333.3333
"61129",8071378,1,1,1,"3","1","1","2",0,"40 <","1","2","2",1160000
"61130",8071380,1,1,1,"3","1","3","1",0,"> 50","1","2","2",2e+06
"61131",8071381,1,1,1,"3","1","2","2",0,"40 <","1","2","2",1755833.3333
"61132",8071382,1,1,1,"3","9","2","1",0,"40 <","1","2","2",1300000
"61133",8071383,1,1,1,"11","10","2","2",0,"40 <","1","2","2",3241666.6667
"61134",8071385,1,1,1,"11","6","1","2",0.99793798,"[40, 50)","1","2","2",2e+06
"61135",8071386,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",5800000
"61136",8071388,1,1,1,"3","9","1","2",0.72130585,"[40, 50)","1","2","2",1183333.3333
"61137",8071389,1,1,1,"4","1","2","2",0.99883635,"40 <","1","2","2",360000
"61138",8071391,1,1,1,"3","1","2","2",0,"40 <","1","2","2",1320000
"61139",8071392,1,1,1,"3","1","1","2",0,"[40, 50)","1","2","2",3e+05
"61140",8071393,1,1,1,"4","2","3","2",0,"[40, 50)","1","2","2",3670000
"61141",8071394,1,1,1,"13","8","2","2",0,"[40, 50)","1","2","2",6208333.3333
"61142",8071395,1,1,1,"3","1","1","2",0.35529742,"40 <","1","2","1",1239166.6667
"61143",8071396,1,1,1,"3","2","2","2",0.02890046,"[40, 50)","1","2","2",390000
"61144",8071397,1,1,1,"5","2","2","2",0.02890046,"[40, 50)","1","2","2",6e+05
"61145",8071398,1,1,1,"1","2","2","2",0.02890046,"[40, 50)","1","2","2",991666.66667
"61146",8071399,1,1,1,"3","9","2","2",0,"40 <","1","2","2",2200000
"61147",8071400,1,1,1,"3","1","1","2",0.92963,"40 <","1","2","2",2716666.6667
"61148",8071401,1,1,1,"5","1","2","2",0,"40 <","1","2","2",1515606
"61150",8071403,1,1,1,"1","9","1","2",0.35529742,"> 50","1","2","2",2685000
"61151",8071404,1,1,1,"3","9","1","2",0,"40 <","1","2","2",1500000
"61152",8071405,1,1,1,"3","1","2","2",0,"> 50","1","2","1",490008
"61153",8071406,1,1,1,"5","2","1","1",0.11470257,"[40, 50)","1","2","2",3881212
"61154",8071407,1,1,1,"5","1","2","2",0.11470257,"[40, 50)","1","2","2",6650000
"61155",8071408,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",1500000
"61156",8071409,1,1,1,"3","10","1","2",0.99793798,"[40, 50)","1","2","2",3e+05
"61157",8071410,1,1,1,"4","3","1","2",0.72130585,"[40, 50)","1","2","2",2148500
"61158",8071411,1,1,1,"5","2","1","2",0.72130585,"[40, 50)","1","2","2",725000
"61159",8071412,1,1,1,"3","3","2","2",0,"40 <","1","2","2",1300000
"61160",8071413,1,1,1,"5","1","2","2",0,"[40, 50)","1","2","2",1508333.3333
"61161",8071414,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",2350606
"61162",8071415,1,1,1,"5","2","2","2",0,"[40, 50)","1","2","2",1600000
"61163",8071416,1,1,1,"3","9","1","2",0,"40 <","1","2","2",533333.33333
"61164",8071417,1,1,1,"4","9","1","2",0,"[40, 50)","1","2","2",2050000
"61165",8071418,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",1698333.3333
"61166",8071419,1,1,1,"5","1","1","2",0.35529742,"> 50","1","2","2",865000
"61167",8071420,1,1,1,"5","2","2","2",0,"[40, 50)","1","2","2",1460000
"61168",8071421,1,1,1,"5","1","1","2",0.35529742,"> 50","1","2","2",2375000
"61169",8071422,1,1,1,"11","1","2","2",0.11470257,"[40, 50)","2","2","1",2407166.6667
"61170",8071423,1,1,1,"5","3","1","2",0.35529742,"40 <","1","2","2",817500
"61171",8071425,1,1,1,"3","9","2","2",0,"40 <","1","2","2",622250
"61172",8071426,1,1,1,"5","1","1","2",0.72130585,"[40, 50)","1","2","2",2300000
"61173",8071427,1,1,1,"13","8","3","1",0,"[40, 50)","1","2","2",11050000
"61174",8071428,1,1,1,"1","9","2","2",0,"> 50","1","2","2",355000
"61175",8071429,1,1,1,"5","10","3","2",0.99793798,"> 50","1","2","2",2356606
"61176",8071430,1,1,1,"5","1","1","2",0,"[40, 50)","1","2","2",1150000
"61177",8071431,1,1,1,"4","10","1","2",0.99007729,"> 50","1","2","2",2397500
"61178",8071432,1,1,1,"13","8","2","1",0,"[40, 50)","1","2","2",4300000
"61179",8071433,1,1,1,"11","4","1","2",0,"40 <","1","2","2",981666.66667
"61180",8071434,1,1,1,"3","9","2","2",0,"[40, 50)","1","2","2",910000
"61181",8071435,1,1,1,"7","1","2","2",0.35529742,"40 <","1","2","2",2921933.3333
"61182",8071436,1,1,1,"4","2","2","2",0,"40 <","1","2","1",1266666.6667
"61183",8071437,1,1,1,"5","2","2","2",0.02890046,"> 50","1","2","2",1040000
"61184",8071438,1,1,1,"3","9","1","2",0,"40 <","1","2","2",2016666.6667
"61185",8071439,1,1,1,"13","4","3","1",0,"[40, 50)","1","2","2",8616666.6667
"61186",8071440,1,1,1,"5","10","2","2",0,"[40, 50)","1","2","2",2510000
"61187",8071441,1,1,1,"5","3","1","2",0.72130585,"[40, 50)","1","2","2",1925000
"61188",8071443,1,1,1,"10","2","2","2",0,"40 <","1","2","2",3e+06
"61189",8071444,1,1,1,"3","9","2","2",0,"[40, 50)","1","2","2",9e+05
"61190",8071445,1,1,1,"3","2","2","2",0,"40 <","1","2","2",479166.66667
"61191",8071447,1,1,1,"5","1","2","1",0,"40 <","1","2","2",5800000
"61192",8071448,1,1,1,"3","2","1","2",0,"40 <","1","2","2",9e+05
"61193",8071449,1,1,1,"5","2","2","2",0.02890046,"40 <","1","2","2",8e+05
"61194",8071450,1,1,1,"3","1","2","2",0.11470257,"> 50","1","2","2",2088333.3333
"61195",8071451,1,1,1,"3","1","2","2",0,"40 <","1","2","2",1300000
"61196",8071452,1,1,1,"3","1","1","2",0,"[40, 50)","1","2","2",850000
"61197",8071453,1,1,1,"5","2","1","2",0.35529742,"40 <","1","2","2",735000
"61198",8071454,1,1,1,"3","9","1","2",0,"40 <","1","2","2",933333.33333
"61199",8071455,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",1e+06
"61201",8071457,1,1,1,"7","1","2","2",0,"> 50","1","2","2",2300000
"61202",8071458,1,1,1,"5","1","1","2",0,"40 <","1","2","2",865000
"61203",8071459,1,1,1,"5","1","2","2",0,"[40, 50)","1","2","2",2871500
"61204",8071460,1,1,1,"1","9","2","2",0.02890046,"> 50","1","2","2",177500
"61205",8071462,1,1,1,"5","4","2","2",0.02890046,"[40, 50)","1","2","2",3e+05
"61206",8071463,1,1,1,"3","1","1","2",0,"40 <","1","2","2",205000
"61207",8071464,1,1,1,"3","9","1","2",0,"> 50","2","2","2",1500000
"61208",8071465,1,1,1,"3","1","1","2",0,"[40, 50)","2","2","2",1933833.3333
"61209",8071466,1,1,1,"7","1","2","2",0,"40 <","2","2","2",1550000
"61210",8071467,1,1,1,"3","2","2","2",0,"[40, 50)","1","2","2",1e+05
"61211",8071468,1,1,1,"5","2","2","2",0.35529742,"[40, 50)","1","2","2",1722272.6667
"61212",8071469,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",238000
"61213",8071470,1,1,1,"5","1","2","2",0,"40 <","2","2","2",375000
"61214",8071471,1,1,1,"3","1","1","2",0.35529742,"[40, 50)","1","2","2",1305833.3333
"61215",8071473,1,1,1,"1","9","1","2",0,"> 50","1","2","2",3448000
"61216",8071474,1,1,1,"4","1","1","2",0,"[40, 50)","1","2","2",1192500
"61217",8071475,1,1,1,"3","2","1","2",0.11470257,"40 <","1","2","2",530000
"61218",8071476,1,1,1,"5","1","2","2",0,"[40, 50)","1","2","2",2678333.3333
"61219",8071477,1,1,1,"3","1","1","2",0.72130585,"[40, 50)","1","2","2",1300000
"61220",8071478,1,1,1,"3","10","1","2",0.92963,"[40, 50)","1","2","1",630000
"61221",8071479,1,1,1,"5","9","1","2",0.99793798,"40 <","1","2","2",325000
"61222",8071480,1,1,1,"4","9","1","2",0.35529742,"[40, 50)","1","2","2",481666.66667
"61223",8071481,1,1,1,"1","9","1","2",0.99793798,"40 <","1","2","2",1772500
"61224",8071482,1,1,1,"11","4","3","1",0,"[40, 50)","2","1","1",1400000
"61225",8071483,1,1,1,"5","2","1","2",0.92963,"> 50","1","2","2",3780000
"61226",8071484,1,1,1,"4","3","2","2",0,"40 <","1","2","1",1650000
"61227",8071485,1,1,1,"7","4","1","2",0.11470257,"> 50","2","2","2",2125000
"61228",8071488,1,1,1,"3","9","2","2",0.11470257,"[40, 50)","1","2","2",676666.66667
"61229",8071489,1,1,1,"5","9","2","1",0,"[40, 50)","1","2","2",1133333.3333
"61230",8071490,1,1,1,"3","9","1","2",0,"[40, 50)","1","2","2",1616666.6667
"61231",8071492,1,1,1,"13","4","3","2",0,"[40, 50)","1","2","2",3400000
"61232",8071493,1,1,1,"9","1","2","2",0,"[40, 50)","1","2","2",1745000
"61233",8071494,1,1,1,"1","4","2","2",0,"40 <","1","2","2",2169666.6667
"61234",8071495,1,1,1,"3","2","1","2",0.35529742,"40 <","1","2","2",6570000
"61235",8071496,1,1,1,"1","1","2","2",0,"[40, 50)","1","2","2",2256666.6667
"61236",8071497,1,1,1,"5","1","2","2",0,"40 <","1","2","2",2936666.6667
"61237",8071498,1,1,1,"3","9","1","2",0,"40 <","1","2","2",633333.33333
"61238",8071499,1,1,1,"7","1","2","2",0,"[40, 50)","1","2","2",2450000
"61239",8071500,1,1,1,"3","9","2","2",0,"[40, 50)","1","2","2",1874166.6667
"61240",8071501,1,1,1,"3","2","2","2",0,"> 50","1","2","2",1803333.3333
"61241",8071502,1,1,1,"3","1","2","2",0,"40 <","1","2","2",860000
"61242",8071503,1,1,1,"3","2","1","2",0.35529742,"> 50","1","2","2",1873000
"61243",8071505,1,1,1,"3","9","1","2",0,"[40, 50)","1","2","2",1422500
"61244",8071506,1,1,1,"4","9","2","2",0,"40 <","1","2","2",3429666.6667
"61245",8071507,1,1,1,"3","2","1","2",0,"[40, 50)","1","2","2",3990000
"61246",8071508,1,1,1,"3","1","2","2",0,"40 <","1","2","2",1520000
"61247",8071509,1,1,1,"3","9","2","2",0,"[40, 50)","1","2","2",1865000
"61248",8071510,1,1,1,"3","2","1","2",0,"[40, 50)","1","2","2",7e+05
"61249",8071511,1,1,1,"5","1","2","2",0,"[40, 50)","1","2","2",7e+05
"61250",8071512,1,1,1,"3","1","1","2",0,"40 <","1","2","2",1333333.3333
"61251",8071513,1,1,1,"1","9","1","2",0.72130585,"[40, 50)","1","2","2",1710000
"61252",8071514,1,1,1,"1","9","2","2",0,"[40, 50)","1","2","2",2671666.6667
"61253",8071515,1,1,1,"5","10","1","2",0.02890046,"40 <","2","2","2",330000
"61254",8071517,1,1,1,"4","1","1","2",0,"40 <","1","2","2",1340000
"61255",8071518,1,1,1,"5","1","1","2",0.35529742,"[40, 50)","1","2","2",1331666.6667
"61256",8071519,1,1,1,"13","3","2","2",0,"[40, 50)","1","2","2",3900000
"61257",8071520,1,1,1,"7","2","2","2",0,"> 50","1","2","2",1500000
"61258",8071521,1,1,1,"3","1","1","2",0.35529742,"[40, 50)","1","2","2",2407272.6667
"61259",8071522,1,1,1,"3","9","1","2",0,"40 <","1","2","2",250000
"61260",8071523,1,1,1,"3","1","1","2",0.35529742,"[40, 50)","1","2","1",1556666.6667
"61261",8071524,1,1,1,"4","1","2","2",0,"> 50","1","2","2",6e+05
"61262",8071526,1,1,1,"3","9","2","2",0.02890046,"> 50","1","2","2",4576272.6667
"61263",8071527,1,1,1,"4","1","1","2",0.35529742,"[40, 50)","1","2","2",1090000
"61264",8071528,1,1,1,"5","1","1","2",0.92963,"40 <","2","2","2",631666.66667
"61265",8071529,1,1,1,"1","9","2","2",0.35529742,"[40, 50)","1","2","2",3457272.6667
"61266",8071530,1,1,1,"3","1","2","2",0.02890046,"[40, 50)","1","2","2",2157272.6667
"61267",8071532,1,1,1,"7","10","2","2",0,"> 50","2","2","2",5096666.6667
"61268",8071533,1,1,1,"5","2","2","2",0,"40 <","1","2","2",2e+06
"61269",8071534,1,1,1,"5","1","1","2",0,"[40, 50)","1","2","2",3098333.3333
"61270",8071535,1,1,1,"5","2","2","2",0,"> 50","1","2","1",1250000
"61271",8071536,1,1,1,"3","1","2","2",0.02890046,"[40, 50)","1","2","1",3133333.3333
"61272",8071537,1,1,1,"4","2","1","2",0,"[40, 50)","1","2","2",580000
"61273",8071538,1,1,1,"3","10","1","2",0,"[40, 50)","1","2","2",2420000
"61274",8071539,1,1,1,"5","9","1","2",0,"40 <","1","2","2",2125000
"61276",8071541,1,1,1,"11","9","2","2",0,"40 <","1","2","2",3641212
"61277",8071542,1,1,1,"5","2","2","2",0,"> 50","1","2","2",1250000
"61278",8071544,1,1,1,"3","2","2","2",0,"[40, 50)","1","2","2",1600000
"61279",8071545,1,1,1,"1","10","1","2",0,"[40, 50)","1","2","2",601666.66667
"61280",8071546,1,1,1,"3","10","1","2",0,"[40, 50)","1","2","2",745000
"61281",8071547,1,1,1,"3","9","1","2",0,"> 50","1","2","2",860000
"61282",8071548,1,1,1,"3","10","1","2",0,"> 50","1","2","2",720000
"61283",8071549,1,1,1,"3","9","1","2",0.35529742,"[40, 50)","1","2","1",855000
"61284",8071550,1,1,1,"3","9","1","2",0.92963,"[40, 50)","1","2","2",150000
"61285",8071551,1,1,1,"1","9","1","2",0.72130585,"[40, 50)","1","2","2",1580000
"61286",8071552,1,1,1,"3","9","2","2",0.11470257,"40 <","1","2","1",3306666.6667
"61287",8071553,1,1,1,"3","9","2","2",0.72130585,"[40, 50)","1","2","1",1433333.3333
"61288",8071555,1,1,1,"5","4","1","2",0,"> 50","1","2","2",1140000
"61289",8071556,1,1,1,"5","10","2","1",0,"> 50","1","2","2",7900000
"61290",8071557,1,1,1,"5","1","2","2",0,"[40, 50)","1","2","2",2625000
"61291",8071558,1,1,1,"3","1","1","2",0.99007729,"40 <","1","2","2",496666.66667
"61292",8071559,1,1,1,"3","2","1","2",0.92963,"[40, 50)","1","2","2",2500000
"61293",8071560,1,1,1,"3","2","1","2",0,"[40, 50)","1","2","2",210000
"61294",8071561,1,1,1,"3","1","1","2",0.35529742,"[40, 50)","1","2","2",1188333.3333
"61295",8071562,1,1,1,"1","1","2","2",0.99793798,"[40, 50)","1","2","1",1530000
"61296",8071565,1,1,1,"1","1","2","2",0.02890046,"> 50","1","2","1",2150000
"61297",8071566,1,1,1,"3","1","1","2",0.02890046,"40 <","1","2","2",1660000
"61298",8071567,1,1,1,"5","3","2","2",0.99007729,"40 <","1","2","2",1403333.3333
"61299",8071568,1,1,1,"5","1","1","2",0.99007729,"40 <","2","2","1",430000
"61300",8071569,1,1,1,"1","2","1","2",0.92963,"40 <","1","2","2",1170000
"61301",8071570,1,1,1,"3","2","1","2",0,"[40, 50)","2","2","2",9e+05
"61302",8071572,1,1,1,"3","1","2","2",0,"[40, 50)","2","2","2",1760000
"61303",8071574,1,1,1,"5","10","2","2",0,"> 50","2","2","2",980000
"61304",8071575,1,1,1,"5","4","1","2",0.92963,"> 50","1","2","2",7e+05
"61306",8071579,1,1,1,"13","4","3","1",0,"[40, 50)","1","1","2",4650000
"61307",8071580,1,1,1,"5","1","1","2",0,"[40, 50)","2","2","2",8e+05
"61308",8071581,1,1,1,"5","1","1","2",0,"[40, 50)","1","2","2",520000
"61309",8071582,1,1,1,"3","1","1","2",0.99883635,"> 50","1","2","2",690000
"61310",8071583,1,1,1,"3","9","2","2",0.72130585,"> 50","1","2","2",1880000
"61311",8071584,1,1,1,"5","2","1","2",0,"[40, 50)","1","2","2",1700000
"61312",8071585,1,1,1,"3","1","2","2",0.02890046,"[40, 50)","1","2","2",576666.66667
"61313",8071586,1,1,1,"4","4","1","2",0,"40 <","1","2","2",1e+05
"61314",8071588,1,1,1,"5","2","2","2",0,"> 50","1","2","1",3475000
"61315",8071589,1,1,1,"11","2","2","2",0,"[40, 50)","1","2","2",5016666.6667
"61316",8071590,1,1,1,"3","10","2","2",0.02890046,"> 50","1","2","1",2920000
"61318",8071592,1,1,1,"5","10","2","2",0,"40 <","1","2","2",475000
"61320",8071594,1,1,1,"1","10","1","2",0,"40 <","1","2","2",508333.33333
"61321",8071595,1,1,1,"3","1","1","2",0,"[40, 50)","2","2","2",1640000
"61322",8071596,1,1,1,"4","1","1","2",0.72130585,"40 <","1","2","2",1383333.3333
"61323",8071597,1,1,1,"13","9","3","1",0,"[40, 50)","1","2","2",3933333.3333
"61324",8071598,1,1,1,"5","1","2","2",0.02890046,"[40, 50)","1","2","2",5e+05
"61325",8071599,1,1,1,"5","9","1","2",0.72130585,"[40, 50)","1","2","2",1220000
"61326",8071600,1,1,1,"1","1","2","2",0.99007729,"> 50","1","2","1",1525000
"61327",8071601,1,1,1,"3","1","1","2",0,"> 50","1","2","2",240000
"61328",8071602,1,1,1,"3","9","2","2",0.35529742,"[40, 50)","1","2","1",1863333.3333
"61329",8071603,1,1,1,"3","9","2","2",0.72130585,"> 50","1","2","1",3325000
"61330",8071604,1,1,1,"1","9","2","2",0.72130585,"40 <","1","2","1",645000
"61331",8071605,1,1,1,"3","1","1","2",0.35529742,"[40, 50)","1","2","2",3506666.6667
"61332",8071606,1,1,1,"1","1","1","2",0,"> 50","1","2","2",1944333.3333
"61333",8071608,1,1,1,"4","1","2","2",0.99793798,"> 50","1","2","2",980000
"61334",8071609,1,1,1,"3","1","2","2",0.35529742,"[40, 50)","1","2","1",676666.66667
"61335",8071611,1,1,1,"7","1","1","2",0.11470257,"> 50","1","2","2",1449583.3333
"61336",8071612,1,1,1,"4","1","2","2",0,"[40, 50)","1","2","1",2100000
"61337",8071613,1,1,1,"5","3","2","2",0.92963,"[40, 50)","1","2","2",4076666.6667
"61338",8071614,1,1,1,"4","1","1","2",0.92963,"[40, 50)","1","2","2",930000
"61339",8071615,1,1,1,"11","1","2","1",0,"[40, 50)","1","2","2",2500000
"61340",8071616,1,1,1,"4","1","1","2",0.72130585,"[40, 50)","1","2","2",1256666.6667
"61341",8071617,1,1,1,"5","1","2","2",0.72130585,"> 50","1","2","2",3250000
"61342",8071618,1,1,1,"5","10","2","2",0,"> 50","2","2","2",1891666.6667
"61343",8071619,1,1,1,"5","2","2","2",0,"> 50","1","2","2",3e+05
