"","DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN.x","HEST","NEP","ING","CAR","PROB_A","HW","SEC","CONS","REC","I_HOGAR"
"13827",7938703,1,1,1,"3","9","1","2",0.92963,"[40, 50)","1","2","2",5e+05
"13828",7938704,1,1,1,"5","1","2","2",0,"40 <","1","2","2",66666.666667
"13829",7938705,1,1,1,"1","10","2","2",0,"[40, 50)","1","2","2",1380000
"13831",7938707,1,1,1,"5","2","3","1",0,"[40, 50)","1","1","2",3733333.3333
"13832",7938708,1,1,1,"3","9","1","2",0.02890046,"40 <","1","2","2",550000
"13833",7938709,1,1,1,"3","9","1","2",0,"40 <","1","2","2",2333333.3333
"13834",7938710,1,1,1,"3","1","1","2",0.99007729,"40 <","2","2","2",610000
"13835",7938711,1,1,1,"4","10","1","2",0.99883635,"[40, 50)","2","2","2",3e+05
"13836",7938712,1,1,1,"7","1","2","2",0,"[40, 50)","1","2","2",1496666.6667
"13837",7938713,1,1,1,"4","1","2","2",0,"[40, 50)","1","2","2",1200000
"13838",7938714,1,1,1,"11","2","1","2",0.02890046,"[40, 50)","1","2","2",2e+06
"13839",7938715,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",5576666.6667
"13840",7938716,1,1,1,"7","1","2","2",0.02890046,"40 <","1","2","2",1800000
"13841",7938717,1,1,1,"5","4","2","2",0,"[40, 50)","1","2","2",1300000
"13842",7938718,1,1,1,"4","1","2","2",0.11470257,"40 <","1","2","2",1600000
"13843",7938719,1,1,1,"7","3","2","2",0,"> 50","1","2","2",1800000
"13844",7938720,1,1,1,"4","10","1","2",0,"[40, 50)","1","2","2",1820000
"13845",7938721,1,1,1,"5","10","1","2",0,"[40, 50)","1","2","2",1722500
"13846",7938722,1,1,1,"3","2","2","2",0.11470257,"> 50","1","2","2",1008333.3333
"13847",7938723,1,1,1,"11","3","2","2",0,"40 <","1","2","2",1500000
"13848",7938725,1,1,1,"5","2","2","1",0,"[40, 50)","2","2","2",3350000
"13849",7938726,1,1,1,"13","6","3","1",0,"40 <","1","1","2",8900000
"13850",7938727,1,1,1,"5","10","2","2",0,"[40, 50)","2","2","2",15000
"13852",7938729,1,1,1,"5","4","2","2",0,"[40, 50)","1","2","2",1300000
"13853",7938730,1,1,1,"4","9","2","2",0.72130585,"[40, 50)","1","2","2",2500000
"13855",7938736,1,1,1,"5","2","2","2",0.35529742,"> 50","1","2","2",1560000
"13856",7938737,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",1100000
"13857",7938738,1,1,1,"1","10","1","2",0,"[40, 50)","1","2","2",180000
"13858",7938739,1,1,1,"5","2","2","2",0.92963,"[40, 50)","1","2","2",1141666.6667
"13859",7938741,1,1,1,"5","1","1","2",0,"> 50","1","2","2",5e+05
"13860",7938742,1,1,1,"1","9","2","2",0,"40 <","1","2","2",8e+05
"13861",7938743,1,1,1,"3","9","2","2",0,"40 <","1","2","2",1556250
"13862",7938744,1,1,1,"6","9","2","2",0,"40 <","1","2","2",1127916.6667
"13863",7938745,1,1,1,"5","2","1","2",0.99793798,"40 <","1","2","2",1650169.6667
"13864",7938746,1,1,1,"5","2","2","2",0,"[40, 50)","2","2","2",2e+05
"13865",7938747,1,1,1,"5","3","2","2",0.11470257,"[40, 50)","1","2","2",2866666.6667
"13866",7938748,1,1,1,"5","2","2","2",0.11470257,"[40, 50)","1","2","2",2930000
"13868",7938750,1,1,1,"7","2","2","2",0.35529742,"> 50","1","2","2",2025000
"13869",7938751,1,1,1,"3","1","2","2",0.02890046,"> 50","1","2","2",150000
"13870",7938752,1,1,1,"5","9","1","2",0.35529742,"40 <","1","2","2",583333.33333
"13871",7938754,1,1,1,"9","1","2","2",0,"> 50","1","2","2",3293333.3333
"13872",7938756,1,1,1,"4","9","1","2",0.99007729,"> 50","2","2","2",973333.33333
"13873",7938757,1,1,1,"3","9","2","2",0.11470257,"[40, 50)","1","2","1",787166.66667
"13874",7938758,1,1,1,"3","1","1","2",0.11470257,"> 50","1","2","2",870000
"13875",7938759,1,1,1,"3","1","1","2",0.35529742,"40 <","2","2","2",1093666.6667
"13876",7938760,1,1,1,"3","10","1","2",0.72130585,"> 50","1","2","2",2e+05
"13877",7938761,1,1,1,"5","3","1","2",0.99793798,"[40, 50)","1","2","2",375000
"13878",7938762,1,1,1,"3","2","1","2",0.99883635,"[40, 50)","1","2","2",146666.66667
"13879",7938763,1,1,1,"5","2","2","2",0.92963,"[40, 50)","1","2","2",9e+05
"13880",7938764,1,1,1,"3","9","1","2",0.99793798,"> 50","1","2","2",191666.66667
"13881",7938765,1,1,1,"4","1","2","2",0.02890046,"40 <","1","2","2",1140000
"13882",7938766,1,1,1,"3","9","2","2",0.35529742,"[40, 50)","1","2","2",360000
"13883",7938767,1,1,1,"5","1","1","2",0.02890046,"[40, 50)","1","2","2",1058333.3333
"13884",7938768,1,1,1,"13","8","2","2",0,"[40, 50)","1","2","1",6960833.3333
"13885",7938769,1,1,1,"4","10","1","2",0.35529742,"> 50","1","2","1",1113333.3333
"13886",7938770,1,1,1,"4","1","1","2",0.99793798,"40 <","1","2","2",708916.66667
"13887",7938771,1,1,1,"1","9","1","2",0.99793798,"> 50","2","2","2",617500
"13888",7938772,1,1,1,"3","1","1","2",0,"40 <","2","2","2",2120500
"13889",7938773,1,1,1,"1","9","2","2",0.11470257,"[40, 50)","1","2","2",950000
"13890",7938775,1,1,1,"3","9","1","2",0.99007729,"40 <","1","2","2",650000
"13891",7938776,1,1,1,"1","9","2","2",0.11470257,"> 50","1","2","2",4e+05
"13892",7938777,1,1,1,"1","1","1","2",0.11470257,"40 <","1","2","2",785833.33333
"13893",7938778,1,1,1,"3","1","1","2",0.72130585,"> 50","2","2","2",1653500
"13894",7938780,1,1,1,"1","2","2","2",0,"[40, 50)","2","2","2",1670000
"13895",7938781,1,1,1,"3","1","2","2",0,"40 <","2","2","2",831666.66667
"13896",7938782,1,1,1,"1","9","2","2",0.11470257,"40 <","1","2","2",623333.33333
"13897",7938783,1,1,1,"5","4","2","2",0,"40 <","1","2","2",1615000
"13898",7938784,1,1,1,"5","2","2","2",0.02890046,"[40, 50)","1","2","2",1100000
"13899",7938785,1,1,1,"4","1","2","2",0.72130585,"40 <","1","2","2",948833.33333
"13900",7938786,1,1,1,"4","1","1","2",0,"[40, 50)","1","2","2",2800000
"13901",7938787,1,1,1,"4","9","1","2",0.99007729,"> 50","1","2","2",1200000
"13902",7938788,1,1,1,"5","1","1","2",0.72130585,"40 <","1","2","2",466666.66667
"13904",7938791,1,1,1,"3","9","1","2",0.99883635,"40 <","1","2","2",1008333.3333
"13905",7938793,1,1,1,"5","10","2","2",0,"40 <","1","2","2",2360000
"13906",7938794,1,1,1,"3","1","1","2",0,"40 <","1","2","2",5e+05
"13907",7938795,1,1,1,"3","1","1","2",0.92963,"[40, 50)","1","2","2",230000
"13908",7938796,1,1,1,"7","2","2","2",0,"40 <","1","2","2",1660000
"13909",7938797,1,1,1,"7","9","2","2",0.11470257,"[40, 50)","1","2","2",3856666.6667
"13910",7938798,1,1,1,"4","1","2","2",0.72130585,"[40, 50)","1","2","2",750000
"13911",7938799,1,1,1,"5","1","2","1",0,"[40, 50)","1","2","2",5387633.3333
"13912",7938800,1,1,1,"4","1","1","2",0.11470257,"40 <","1","2","2",750000
"13913",7938801,1,1,1,"3","1","1","2",0.72130585,"[40, 50)","1","2","2",816666.66667
"13914",7938802,1,1,1,"3","1","1","2",0.11470257,"40 <","1","2","2",650000
"13915",7938803,1,1,1,"5","3","1","2",0.72130585,"[40, 50)","1","2","2",8e+05
"13916",7938804,1,1,1,"11","2","2","2",0,"[40, 50)","1","2","2",5175000
"13917",7938806,1,1,1,"7","2","2","2",0.35529742,"> 50","1","2","2",1150000
"13919",7938808,1,1,1,"5","1","2","2",0.72130585,"[40, 50)","1","2","2",2100000
"13920",7938809,1,1,1,"3","10","2","2",0.72130585,"40 <","1","2","2",150000
"13921",7938810,1,1,1,"3","1","1","2",0.92963,"40 <","1","2","2",8e+05
"13922",7938811,1,1,1,"3","1","1","2",0.35529742,"[40, 50)","1","2","2",713333.33333
"13923",7938812,1,1,1,"1","1","1","2",0.99793798,"40 <","1","2","2",750000
"13924",7938813,1,1,1,"7","1","1","1",0.11470257,"[40, 50)","1","2","2",1295000
"13925",7938814,1,1,1,"7","10","1","2",0.72130585,"[40, 50)","2","2","2",316666.66667
"13926",7938819,1,1,1,"1","9","1","2",0.72130585,"[40, 50)","1","2","2",5e+05
"13927",7938820,1,1,1,"5","9","1","2",0.99883635,"40 <","1","2","2",5e+05
"13928",7938821,1,1,1,"3","10","1","2",0.99007729,"40 <","2","2","2",410000
"13930",7938823,1,1,1,"3","1","1","2",0.92963,"40 <","1","2","2",9e+05
"13931",7938824,1,1,1,"7","9","2","2",0.11470257,"40 <","1","2","2",1741666.6667
"13932",7938825,1,1,1,"3","10","1","2",0.99883635,"[40, 50)","1","2","2",15400000
"13933",7938826,1,1,1,"3","10","2","2",0.35529742,"[40, 50)","1","2","2",2700000
"13934",7938827,1,1,1,"5","2","2","2",0,"[40, 50)","1","2","2",1110000
"13935",7938828,1,1,1,"7","1","2","2",0.11470257,"> 50","2","2","2",2103333.3333
"13936",7938829,1,1,1,"5","1","2","2",0,"[40, 50)","2","2","2",1200000
"13937",7938830,1,1,1,"5","1","2","2",0.35529742,"[40, 50)","2","2","2",3282500
"13938",7938831,1,1,1,"7","2","3","2",0,"[40, 50)","1","2","2",5300000
"13939",7938837,1,1,1,"1","10","1","2",0.02890046,"[40, 50)","1","2","1",60000
"13940",7938838,1,1,1,"3","1","1","2",0,"[40, 50)","1","2","2",7e+05
"13941",7938839,1,1,1,"3","9","1","2",0,"> 50","1","2","1",308333.33333
"13942",7938842,1,1,1,"1","10","1","2",0.02890046,"40 <","1","2","1",26666.666667
"13943",7938843,1,1,1,"7","10","1","2",0,"[40, 50)","1","2","2",1150000
"13944",7938844,1,1,1,"4","10","1","2",0.02890046,"40 <","1","2","2",1120000
"13945",7938845,1,1,1,"7","10","2","2",0.02890046,"[40, 50)","1","2","2",1225000
"13946",7938847,1,1,1,"5","1","1","2",0,"[40, 50)","1","2","2",20075000
"13947",7938848,1,1,1,"5","1","2","2",0.02890046,"40 <","1","2","2",2e+05
"13948",7938850,1,1,1,"5","2","2","2",0.02890046,"[40, 50)","2","2","2",1963333.3333
"13949",7938851,1,1,1,"3","9","1","2",0.11470257,"40 <","1","2","2",1291666.6667
"13950",7938853,1,1,1,"4","2","2","2",0.11470257,"> 50","1","2","2",1630000
"13951",7938854,1,1,1,"7","10","2","2",0,"> 50","1","2","2",3490000
"13952",7938855,1,1,1,"11","2","2","2",0.11470257,"[40, 50)","1","2","1",4241666.6667
"13953",7938858,1,1,1,"4","1","2","2",0,"40 <","2","2","2",1098000
"13954",7938861,1,1,1,"7","2","2","2",0,"[40, 50)","1","1","2",3940606
"13955",7938862,1,1,1,"3","2","1","2",0.92963,"[40, 50)","2","2","2",773333.33333
"13956",7938864,1,1,1,"4","3","2","2",0,"> 50","1","2","2",1140000
"13957",7938866,1,1,1,"1","9","1","2",0.99793798,"> 50","2","2","2",486666.66667
"13958",7938869,1,1,1,"3","1","1","2",0.99793798,"[40, 50)","2","2","2",3e+05
"13959",7938871,1,1,1,"4","2","2","2",0.99007729,"[40, 50)","1","2","2",45000
"13960",7938873,1,1,1,"5","8","2","2",0.02890046,"> 50","1","2","2",1300000
"13961",7938874,1,1,1,"3","1","1","2",0.99007729,"> 50","2","2","2",141000
"13962",7938875,1,1,1,"1","1","1","2",0,"[40, 50)","1","2","2",640000
"13963",7938877,1,1,1,"4","1","1","2",0.92963,"[40, 50)","2","2","2",1470000
"13964",7938879,1,1,1,"5","4","2","2",0,"> 50","1","2","1",4450000
"13965",7938880,1,1,1,"4","9","1","2",0.99883635,"[40, 50)","2","2","2",1415000
"13966",7938882,1,1,1,"3","2","2","2",0.02890046,"> 50","1","2","2",2271666.6667
"13967",7938886,1,1,1,"5","2","2","2",0.11470257,"> 50","2","2","2",1026666.6667
"13968",7938887,1,1,1,"4","1","2","2",0.35529742,"> 50","1","2","2",1760000
"13969",7938888,1,1,1,"7","9","2","2",0.92963,"> 50","2","2","2",2900000
"13970",7938889,1,1,1,"3","2","2","2",0.35529742,"40 <","1","2","2",1300000
"13971",7938891,1,1,1,"3","1","2","2",0,"40 <","1","2","1",3660000
"13972",7938892,1,1,1,"4","9","1","2",0,"[40, 50)","2","2","2",8e+05
"13973",7938894,1,1,1,"5","10","2","2",0.99007729,"40 <","2","2","2",2140000
"13974",7938895,1,1,1,"5","2","2","2",0.02890046,"> 50","1","2","2",3300000
"13975",7938896,1,1,1,"5","9","2","1",0,"> 50","1","2","2",2541666.6667
"13976",7938897,1,1,1,"5","1","2","2",0.11470257,"> 50","1","2","2",1920000
"13977",7938900,1,1,1,"4","1","1","2",0.35529742,"40 <","1","2","2",3100000
"13978",7938901,1,1,1,"5","1","2","1",0.02890046,"> 50","1","2","2",4298333.3333
"13979",7938902,1,1,1,"1","9","2","2",0,"[40, 50)","1","2","2",2583333.3333
"13980",7938903,1,1,1,"8","1","2","2",0.11470257,"[40, 50)","2","2","2",1533666.6667
"13981",7938904,1,1,1,"11","2","2","1",0,"> 50","1","2","2",2500000
"13982",7938905,1,1,1,"4","10","1","2",0.35529742,"40 <","2","2","2",4e+05
"13983",7938907,1,1,1,"5","1","1","2",0.72130585,"40 <","1","2","2",6e+05
"13984",7938908,1,1,1,"5","4","1","2",0.99793798,"40 <","1","2","2",267500
"13985",7938910,1,1,1,"3","1","2","2",0.11470257,"40 <","1","2","2",357083.33333
"13986",7938911,1,1,1,"7","4","1","2",0.92963,"40 <","2","2","2",1200000
"13987",7938912,1,1,1,"5","1","1","2",0.02890046,"40 <","1","2","2",3e+05
"13988",7938914,1,1,1,"5","1","1","2",0,"> 50","2","2","2",6e+05
"13989",7938915,1,1,1,"4","9","1","2",0,"[40, 50)","2","2","2",283333.33333
"13990",7938916,1,1,1,"3","1","2","2",0.99007729,"[40, 50)","2","2","2",866166.66667
"13991",7938920,1,1,1,"11","2","1","2",0.72130585,"40 <","2","2","2",1926666.6667
"13992",7938921,1,1,1,"5","10","1","2",0,"40 <","1","2","2",1488333.3333
"13993",7938922,1,1,1,"4","10","2","2",0.72130585,"> 50","1","2","2",2076666.6667
"13994",7938923,1,1,1,"5","9","2","2",0,"[40, 50)","1","2","2",1500000
"13995",7938924,1,1,1,"4","10","1","2",0,"40 <","1","2","2",950000
"13996",7938925,1,1,1,"11","8","2","2",0.02890046,"40 <","2","2","2",2650000
"13997",7938928,1,1,1,"3","2","2","1",0,"[40, 50)","1","2","2",5933333.3333
"13998",7938929,1,1,1,"11","8","1","2",0.02890046,"[40, 50)","1","2","2",700833.33333
"13999",7938931,1,1,1,"5","9","2","2",0.35529742,"[40, 50)","1","2","2",1e+06
"14001",7938934,1,1,1,"5","2","2","2",0.99007729,"40 <","2","2","2",229000
"14002",7938935,1,1,1,"4","1","2","2",0.35529742,"40 <","1","2","2",320000
"14003",7938936,1,1,1,"11","1","2","2",0,"40 <","1","2","2",1300000
"14004",7938937,1,1,1,"3","1","3","2",0,"> 50","1","2","2",3400000
"14005",7938938,1,1,1,"4","9","2","2",0.72130585,"[40, 50)","1","2","2",1e+06
"14006",7938941,1,1,1,"5","3","1","2",0.72130585,"[40, 50)","2","2","2",2e+05
"14007",7938942,1,1,1,"3","2","2","1",0,"> 50","2","2","2",4350000
"14008",7938943,1,1,1,"5","3","2","2",0,"> 50","2","2","2",1570000
"14009",7938944,1,1,1,"4","9","1","2",0.92963,"[40, 50)","1","2","2",380000
"14010",7938945,1,1,1,"5","2","2","2",0.02890046,"> 50","1","2","2",1900000
"14011",7938947,1,1,1,"3","1","1","2",0.72130585,"40 <","2","2","2",430000
"14012",7938949,1,1,1,"5","9","2","2",0.02890046,"40 <","2","2","2",1293333.3333
"14013",7938950,1,1,1,"7","2","1","2",0.02890046,"> 50","2","2","2",2070000
"14014",7938952,1,1,1,"3","9","1","2",0,"[40, 50)","2","2","2",1553333.3333
"14015",7938955,1,1,1,"7","1","2","2",0,"40 <","1","2","2",1975000
"14016",7938958,1,1,1,"5","1","3","2",0,"> 50","2","2","2",10725000
"14017",7938959,1,1,1,"11","8","3","2",0,"[40, 50)","1","1","2",5370000
"14018",7938961,1,1,1,"3","9","2","2",0,"40 <","1","2","2",550000
"14019",7938963,1,1,1,"3","9","2","2",0.02890046,"> 50","2","2","1",990000
"14020",7938964,1,1,1,"5","9","2","2",0.02890046,"> 50","2","2","1",797500
"14021",7938965,1,1,1,"3","9","2","2",0,"40 <","2","2","2",1100000
"14022",7938967,1,1,1,"3","1","3","2",0,"> 50","1","2","2",2600000
"14023",7938968,1,1,1,"5","1","1","2",0.92963,"> 50","1","2","1",1191666.6667
"14024",7938969,1,1,1,"5","9","2","2",0.99007729,"[40, 50)","1","2","2",8e+05
"14025",7938971,1,1,1,"4","3","2","2",0.11470257,"[40, 50)","1","2","2",2700000
"14026",7938972,1,1,1,"3","9","1","2",0.99007729,"40 <","1","2","2",1080000
"14027",7938973,1,1,1,"9","9","2","2",0.99007729,"> 50","2","2","2",1150000
"14028",7938974,1,1,1,"12","4","1","2",0.92963,"[40, 50)","1","2","2",3028333.3333
"14030",7938976,1,1,1,"3","1","1","2",0,"[40, 50)","2","2","2",1150000
"14031",7938977,1,1,1,"3","9","1","2",0.99793798,"[40, 50)","2","2","1",450000
"14032",7938978,1,1,1,"3","2","2","2",0,"[40, 50)","1","2","2",816666.66667
"14033",7938980,1,1,1,"11","2","2","2",0,"> 50","2","2","2",2056666.6667
"14034",7938981,1,1,1,"11","1","2","2",0,"40 <","1","2","2",5565606
"14035",7938982,1,1,1,"3","9","1","2",0.72130585,"40 <","1","2","2",8e+05
"14036",7938983,1,1,1,"7","10","2","2",0,"[40, 50)","1","2","2",1435000
"14037",7938984,1,1,1,"5","4","3","2",0,"40 <","1","2","2",2030000
"14038",7938985,1,1,1,"4","10","1","2",0.92963,"40 <","2","2","2",1596666.6667
"14039",7938986,1,1,1,"5","1","2","2",0,"> 50","1","2","2",1923000
"14040",7938987,1,1,1,"3","1","1","2",0.99793798,"[40, 50)","2","2","2",680000
"14041",7938988,1,1,1,"3","9","1","2",0,"> 50","1","2","2",1955000
"14042",7938989,1,1,1,"4","1","1","2",0.11470257,"[40, 50)","1","2","2",1750000
"14043",7938989,2,1,2,"5","10","1","2",0.99007729,"40 <","2","2","2",940000
"14044",7938990,1,1,1,"3","1","2","2",0.11470257,"[40, 50)","2","2","2",2150000
"14045",7938991,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",2451666.6667
"14046",7938994,1,1,1,"3","9","1","2",0.11470257,"> 50","1","2","2",1263333.3333
"14047",7938995,1,1,1,"7","2","2","2",0,"[40, 50)","1","2","2",1773333.3333
"14048",7938996,1,1,1,"3","1","2","2",0.11470257,"> 50","1","2","2",746666.66667
"14049",7938997,1,1,1,"5","1","1","2",0.92963,"[40, 50)","1","2","2",920000
"14050",7938999,1,1,1,"11","4","2","2",0.72130585,"40 <","1","2","1",1705606
"14051",7939000,1,1,1,"7","6","2","2",0,"40 <","2","2","2",590000
"14052",7939001,1,1,1,"3","10","1","2",0.99793798,"40 <","1","2","1",680000
"14053",7939003,1,1,1,"3","10","1","2",0.99793798,"[40, 50)","1","2","2",1305000
"14054",7939005,1,1,1,"3","2","2","2",0.02890046,"40 <","2","2","2",3508333.3333
"14055",7939006,1,1,1,"4","2","1","2",0.92963,"> 50","1","2","2",1570000
"14056",7939008,1,1,1,"3","10","1","2",0.99007729,"> 50","1","2","2",1186666.6667
"14057",7939009,1,1,1,"3","1","1","2",0.72130585,"40 <","1","2","1",4718833.3333
"14058",7939010,1,1,1,"3","1","1","2",0.99793798,"[40, 50)","1","2","2",3e+05
"14059",7939011,1,1,1,"3","1","2","2",0.11470257,"[40, 50)","1","2","2",1130000
"14060",7939012,1,1,1,"5","4","2","2",0.02890046,"[40, 50)","2","2","2",1167000
"14061",7939017,1,1,1,"3","1","2","2",0,"40 <","1","2","2",5e+05
"14062",7939018,1,1,1,"5","4","2","2",0,"> 50","1","2","2",1295000
"14063",7939019,1,1,1,"3","1","2","2",0,"> 50","1","2","2",1800000
"14064",7939020,1,1,1,"4","1","1","2",0.99883635,"40 <","2","2","2",8e+05
"14065",7939021,1,1,1,"3","2","2","2",0,"[40, 50)","1","2","2",6300000
"14066",7939022,1,1,1,"4","1","2","2",0,"[40, 50)","1","2","2",1041666.6667
"14067",7939023,1,1,1,"5","9","2","2",0,"[40, 50)","2","2","2",1e+06
"14068",7939024,1,1,1,"10","1","2","2",0,"> 50","1","2","2",1e+06
"14069",7939025,1,1,1,"3","2","2","2",0,"> 50","1","2","2",650000
"14070",7939027,1,1,1,"7","1","2","1",0.11470257,"[40, 50)","1","2","2",1300000
"14071",7939028,1,1,1,"5","10","3","1",0,"40 <","1","2","2",4e+06
"14072",7939029,1,1,1,"1","10","1","2",0.99007729,"40 <","2","2","2",191666.66667
"14073",7939030,1,1,1,"3","9","1","2",0.02890046,"40 <","1","2","2",949166.66667
"14074",7939031,1,1,1,"2","9","1","2",0,"[40, 50)","2","2","2",1816666.6667
"14076",7939033,1,1,1,"3","9","1","2",0.99883635,"40 <","1","2","2",283333.33333
"14078",7939037,1,1,1,"3","9","1","2",0.02890046,"> 50","2","2","2",1008333.3333
"14079",7939039,1,1,1,"11","1","2","2",0.11470257,"> 50","1","2","2",1215333.3333
"14080",7939040,1,1,1,"5","9","1","2",0.11470257,"[40, 50)","2","2","2",1160000
"14081",7939041,1,1,1,"11","1","2","2",0,"[40, 50)","2","2","2",1250000
"14082",7939042,1,1,1,"1","9","1","2",0.72130585,"[40, 50)","2","2","2",216666.66667
"14083",7939045,1,1,1,"7","3","2","2",0,"> 50","1","2","2",3100000
"14084",7939047,1,1,1,"4","1","1","2",0.02890046,"[40, 50)","2","2","2",1200000
"14085",7939048,1,1,1,"5","1","2","2",0.92963,"> 50","2","2","2",250000
"14086",7939049,1,1,1,"5","2","1","2",0.99793798,"40 <","2","2","2",513333.33333
"14087",7939050,1,1,1,"5","10","3","2",0,"[40, 50)","1","2","2",98333.333333
"14088",7939051,1,1,1,"11","2","2","2",0,"40 <","1","2","1",5591666.6667
"14089",7939052,1,1,1,"5","4","2","2",0.99007729,"[40, 50)","1","2","2",4480750
"14090",7939054,1,1,1,"9","2","2","1",0,"[40, 50)","1","2","2",3433333.3333
"14091",7939056,1,1,1,"3","1","2","2",0,"40 <","1","2","2",1788333.3333
"14092",7939057,1,1,1,"1","10","1","2",0,"[40, 50)","1","2","2",606666.66667
"14093",7939059,1,1,1,"9","1","2","2",0,"[40, 50)","1","2","2",3149166.6667
"14094",7939066,1,1,1,"7","10","1","2",0,"40 <","2","2","2",850000
"14095",7939067,1,1,1,"3","9","1","2",0.11470257,"> 50","1","2","2",1045000
"14096",7939068,1,1,1,"4","9","2","2",0,"> 50","1","2","2",5250000
"14097",7939070,1,1,1,"3","10","1","2",0,"40 <","2","2","2",521666.66667
"14098",7939071,1,1,1,"3","9","1","2",0.99883635,"40 <","2","2","2",950000
"14099",7939072,1,1,1,"4","1","2","2",0,"[40, 50)","1","2","2",4441666.6667
"14100",7939074,1,1,1,"4","1","2","2",0.72130585,"[40, 50)","1","2","2",3951666.6667
"14101",7939075,1,1,1,"1","9","1","2",0.99883635,"40 <","1","2","2",1900000
"14102",7939076,1,1,1,"5","1","1","2",0.11470257,"> 50","2","2","2",4469006
"14103",7939077,1,1,1,"3","1","1","2",0.72130585,"40 <","1","2","2",1861689.3333
"14104",7939078,1,1,1,"4","10","1","2",0.72130585,"> 50","1","2","2",828048
"14105",7939081,1,1,1,"5","3","2","2",0.11470257,"40 <","1","2","2",510000
"14106",7939082,1,1,1,"5","1","1","2",0.99883635,"40 <","2","2","2",1115000
"14107",7939083,1,1,1,"5","1","1","2",0.35529742,"> 50","1","2","2",1550000
"14108",7939084,1,1,1,"5","1","1","2",0,"[40, 50)","2","2","2",216666.66667
"14110",7939086,1,1,1,"1","9","1","2",0.92963,"> 50","2","2","2",269166.66667
"14111",7939087,1,1,1,"3","1","2","2",0.72130585,"> 50","2","2","2",1725000
"14112",7939088,1,1,1,"1","9","1","2",0.92963,"[40, 50)","2","2","2",1107500
"14113",7939089,1,1,1,"3","1","2","2",0.02890046,"[40, 50)","2","2","2",870000
"14114",7939090,1,1,1,"3","10","1","2",0,"> 50","1","2","2",1550000
"14115",7939092,1,1,1,"4","1","1","2",0.11470257,"40 <","1","2","2",395000
"14116",7939093,1,1,1,"4","10","2","2",0.92963,"[40, 50)","1","2","2",1660000
"14117",7939095,1,1,1,"1","10","1","2",0.92963,"40 <","1","2","2",189166.66667
"14118",7939097,1,1,1,"1","9","1","2",0.99793798,"40 <","1","2","2",180000
"14119",7939100,1,1,1,"3","10","1","2",0,"[40, 50)","1","2","2",3120000
"14120",7939101,1,1,1,"3","10","2","2",0,"> 50","1","2","2",1865000
"14121",7939103,1,1,1,"4","10","1","2",0.92963,"[40, 50)","2","2","2",1300000
"14122",7939104,1,1,1,"3","10","1","2",0.92963,"[40, 50)","2","2","2",912083.33333
"14123",7939105,1,1,1,"7","10","1","2",0.02890046,"[40, 50)","1","2","2",315000
"14124",7939106,1,1,1,"3","1","1","2",0.92963,"[40, 50)","1","2","2",579166.66667
"14125",7939109,1,1,1,"3","1","1","2",0.99007729,"40 <","1","2","2",175000
"14126",7939110,1,1,1,"4","9","1","2",0.92963,"> 50","2","2","2",960000
"14127",7939111,1,1,1,"3","1","1","2",0,"40 <","1","2","2",1646250
"14129",7939116,1,1,1,"3","9","1","2",0.02890046,"[40, 50)","1","2","2",1856666.6667
"14130",7939118,1,1,1,"5","2","2","2",0,"[40, 50)","1","2","2",4383333.3333
"14131",7939119,1,1,1,"5","9","2","2",0,"[40, 50)","1","2","2",2600000
"14132",7939120,1,1,1,"3","9","2","2",0.72130585,"[40, 50)","1","2","2",2826969.6667
"14133",7939122,1,1,1,"3","1","1","2",0.72130585,"[40, 50)","1","2","2",1833333.3333
"14134",7939124,1,1,1,"5","4","1","2",0.72130585,"40 <","2","2","2",465000
"14135",7939126,1,1,1,"3","1","2","2",0.11470257,"40 <","1","2","2",455000
"14136",7939130,1,1,1,"5","8","1","2",0.99793798,"> 50","2","2","2",683333.33333
"14137",7939132,1,1,1,"5","4","2","2",0.72130585,"[40, 50)","2","2","2",9e+05
"14138",7939136,1,1,1,"11","8","2","2",0.02890046,"40 <","1","2","2",5330000
"14139",7939137,1,1,1,"5","1","1","2",0,"40 <","1","2","2",1107500
"14140",7939139,1,1,1,"3","2","3","2",0,"[40, 50)","1","2","2",2100000
"14142",7939141,1,1,1,"5","10","2","2",0.72130585,"[40, 50)","1","2","2",1020000
"14143",7939142,1,1,1,"7","3","1","2",0.99793798,"> 50","2","2","2",629166.66667
"14144",7939146,1,1,1,"11","10","2","2",0.02890046,"[40, 50)","1","2","2",6401212
"14145",7939148,1,1,1,"7","10","1","2",0.02890046,"[40, 50)","2","2","2",1e+06
"14146",7939150,1,1,1,"11","3","2","2",0,"[40, 50)","1","2","2",2266666.6667
"14147",7939151,1,1,1,"5","2","1","2",0.92963,"40 <","1","2","2",305833.33333
"14148",7939153,1,1,1,"5","4","1","2",0.99793798,"> 50","2","2","2",968000
"14149",7939156,1,1,1,"3","9","2","2",0.72130585,"40 <","2","2","2",960000
"14150",7939158,1,1,1,"4","1","2","2",0.99793798,"> 50","1","2","1",1650000
"14151",7939159,1,1,1,"11","4","2","1",0,"[40, 50)","2","2","2",4250000
"14152",7939161,1,1,1,"4","9","2","2",0.99007729,"> 50","2","2","2",560000
